cls	replCls	consCls
CHEBI:36684	CHEBI:17792
MONDO:0002115	"MONDO:0009831"
MONDO:0002126	"MONDO:0010826"
MONDO:0002144	"HP:0002149"
MONDO:0002147	"MONDO:0015452"
MONDO:0002148	"MONDO:0019255"
MONDO:0002151	"MONDO:0018234"
MONDO:0002157	"MONDO:0006206"
MONDO:0002160	"MONDO:0006497"
MONDO:0002161	"MONDO:0006207"
MONDO:0002176		"MONDO:0003900"
MONDO:0002179	"MONDO:0006374"
MONDO:0002180	"MONDO:0020550"
MONDO:0002208	"MONDO:0024336"
MONDO:0002210	"MONDO:0024609"
MONDO:0002213	"MONDO:0018077"
MONDO:0002215	"MONDO:0020560"
MONDO:0002228	"MONDO:0018364"
MONDO:0002231	"MONDO:0018171"
MONDO:0002248	"MONDO:0020076"
MONDO:0002264
MONDO:0002276	"MONDO:0002277"
MONDO:0002284	"MONDO:0017719"
MONDO:0002288	"MONDO:0016245"
MONDO:0002292	"MONDO:0006235"
MONDO:0002294	"MONDO:0016730"
MONDO:0002296	"MONDO:0018327"
MONDO:0002302	"MONDO:0019933"
MONDO:0002315	"MONDO:0019064"
MONDO:0002324
MONDO:0002335	"MONDO:0006702"
MONDO:0002336		"MONDO:0005244"
MONDO:0002339	"MONDO:0006500"
MONDO:0002344	"MONDO:0018102"
MONDO:0002346	"MONDO:0004612"
MONDO:0002348	"MONDO:0019701"
MONDO:0002349	"MONDO:0015977"
MONDO:0002364	"MONDO:0024889"
MONDO:0002374	"MONDO:0006351"
MONDO:0002384	"MONDO:0006474"
MONDO:0002389	"MONDO:0006071"
MONDO:0002390	"MONDO:0006330"
MONDO:0002391	"MONDO:0006414"
MONDO:0002392	"MONDO:0006282"
MONDO:0002393	MONDO:0003061
MONDO:0002394	"MONDO:0006266"
MONDO:0002417	"MONDO:0006201"
MONDO:0002421	"MONDO:0006375"
MONDO:0002430	"MONDO:0019203"
MONDO:0002431	"MONDO:0019622"
MONDO:0002439	"MONDO:0019538"
MONDO:0002445	"MONDO:0016242"
MONDO:0002446	"MONDO:0019050"
MONDO:0002454	"MONDO:0005032"
MONDO:0002456	"MONDO:0005131"
MONDO:0002458	"MONDO:0006515"
MONDO:0002484	"MONDO:0005590"
MONDO:0002497	"MONDO:0700226"
MONDO:0002498	"MONDO:0018177"
MONDO:0002499	"MONDO:0019781"
MONDO:0002500	"MONDO:0016681"
MONDO:0002502	"MONDO:0016682"
MONDO:0002504	"MONDO:0016684"
MONDO:0002506	"MONDO:0016022"
MONDO:0002510		"MONDO:0005040"
MONDO:0002521	"MONDO:0007908"
MONDO:0002524	"MONDO:0018473"
MONDO:0002530	"MONDO:0006427"
MONDO:0002538	"MONDO:0018687"
MONDO:0002539	"MONDO:0016695"
MONDO:0002557	"MONDO:0008075"
MONDO:0002560	"MONDO:0017612"
MONDO:0002566	"MONDO:0019369"
MONDO:0002573	"MONDO:0017386"
MONDO:0002575	"MONDO:0006389"
MONDO:0002584	"MONDO:0017987"
MONDO:0002589	"MONDO:0016975"
MONDO:0002591	"MONDO:0016974"
MONDO:0002593	"MONDO:0020515"
MONDO:0002596	"MONDO:0008978"
MONDO:0002600	"MONDO:0015864"
MONDO:0002607	"MONDO:0011705"
MONDO:0002608	"MONDO:0017720"
MONDO:0002609	"MONDO:0018149"
MONDO:0002611	"MONDO:0007295"
MONDO:0002662	"MONDO:0019095"
MONDO:0002663	"MONDO:0016586"
MONDO:0002668	"MONDO:0006215"
MONDO:0002673	"MONDO:0011934"
MONDO:0002686	"MONDO:0019024"
MONDO:0002689	"MONDO:0017048"
MONDO:0002690	"MONDO:0016642"
MONDO:0002699	"MONDO:0005184"
MONDO:0002700	"MONDO:0016787"
MONDO:0002704	"MONDO:0006087"
MONDO:0002709	"MONDO:0018800"
MONDO:0002711	"MONDO:0006085"
MONDO:0002723	"MONDO:0019023"
MONDO:0002725	"MONDO:0019315"
MONDO:0002733	"MONDO:0024432"
MONDO:0002743	"MONDO:0006067"
MONDO:0002753	"MONDO:0006309"
MONDO:0002767	"MONDO:0019145"
MONDO:0002773	"MONDO:0016706"
MONDO:0002774	"MONDO:0016706"
MONDO:0002777	"MONDO:0018667"
MONDO:0002780	"MONDO:0006423"
MONDO:0002784	"MONDO:0006175"
MONDO:0002793	"MONDO:0006300"
MONDO:0002799	"MONDO:0016710"
MONDO:0002818	"MONDO:0006639"
MONDO:0002819	"MONDO:0019159"
MONDO:0002820	"MONDO:0015075"
MONDO:0002823	"MONDO:0015277"
MONDO:0002825	"MONDO:0019772"
MONDO:0002826	"MONDO:0018076"
MONDO:0002827	"MONDO:0006295"
MONDO:0002830	"MONDO:0006343"
MONDO:0002835	"MONDO:0006350"
MONDO:0002838	"MONDO:0006406"
MONDO:0002839	"MONDO:0018184"
MONDO:0002841	"MONDO:0016129"
MONDO:0002873	"MONDO:0006447"
MONDO:0002890	"MONDO:0006180"
MONDO:0002891
MONDO:0002893	"MONDO:0006145"
MONDO:0002895	"MONDO:0018849"
MONDO:0002902	"MONDO:0019992"
MONDO:0002906	"MONDO:0019340"
MONDO:0002925	"MONDO:0018270"
MONDO:0002932	"MONDO:0006170"
MONDO:0002964	"MONDO:0015531"
MONDO:0002980	"MONDO:0006312"
MONDO:0002983	"MONDO:0020124"
MONDO:0002985	"MONDO:0015597"
MONDO:0002986	"MONDO:0019056"
MONDO:0002992	"MONDO:0015534"
MONDO:0003006	"MONDO:0015231"
MONDO:0003013	"MONDO:0018638"
MONDO:0003015	"MONDO:0006109"
MONDO:0003016	"MONDO:0006407"
MONDO:0003018	"MONDO:0016107"
MONDO:0003020	"MONDO:0015375"
MONDO:0003043		"MONDO:0012825"
MONDO:0003044		"MONDO:0012825"
MONDO:0003048	"MONDO:0006451"
MONDO:0003063	"MONDO:0016344"
MONDO:0003071	"MONDO:0017610"
MONDO:0003074	"MONDO:0018160"
MONDO:0003080	"MONDO:0020331"
MONDO:0003094	"MONDO:0006463"
MONDO:0003099	"MONDO:0016047"
MONDO:0003101	"MONDO:0015032"
MONDO:0003102	"MONDO:0019404"
MONDO:0003106	"MONDO:0018734"
MONDO:0003114	"MONDO:0006287"
MONDO:0003116	"MONDO:0017215"
MONDO:0003119	"MONDO:0021169"
MONDO:0003123	"MONDO:0007803"
MONDO:0003127	"MONDO:0005565"
MONDO:0003131	"MONDO:0017043"
MONDO:0003132	"MONDO:0017236"
MONDO:0003146	"MONDO:0016715"
MONDO:0003148	"MONDO:0020332"
MONDO:0003149	"MONDO:0020333"
MONDO:0003151	"MONDO:0005395"
MONDO:0003156	"MONDO:0006074"
MONDO:0003160	"MONDO:0006962"
MONDO:0003161	"MONDO:0016698"
MONDO:0003162	"MONDO:0016692"
MONDO:0003166	"MONDO:0016691"
MONDO:0003167	"MONDO:0016690"
MONDO:0003176	"MONDO:0006133"
MONDO:0003178	"MONDO:0006264"
MONDO:0003179	"MONDO:0006262"
MONDO:0003183	"MONDO:0006471"
MONDO:0003188	"MONDO:0009696"
MONDO:0003201	"MONDO:0005028"
MONDO:0003203	"MONDO:0017582"
MONDO:0003207	"MONDO:0024240"
MONDO:0003213	"MONDO:0006080"
MONDO:0003217	"MONDO:0006481"
MONDO:0003221	"MONDO:0006280"
MONDO:0003224	"MONDO:0016222"
MONDO:0003226	"MONDO:0016035"
MONDO:0003228	"MONDO:0006311"
MONDO:0003229	"MONDO:0019297"
MONDO:0003230	"MONDO:0021039"
MONDO:0003239	"MONDO:0007542"
MONDO:0003242	"MONDO:0006210"
MONDO:0003247	"MONDO:0006369"
MONDO:0003259	"MONDO:0017775"
MONDO:0003267	"MONDO:0016699"
MONDO:0003269	"MONDO:0016693"
MONDO:0003270	"MONDO:0016733"
MONDO:0003309	"MONDO:0006294"
MONDO:0003323	"MONDO:0006144"
MONDO:0003324	"MONDO:0006432"
MONDO:0003338	"MONDO:0019384"
MONDO:0003339	"MONDO:0019799"
MONDO:0003344	"MONDO:0016748"
MONDO:0003375	"MONDO:0016262"
MONDO:0003380	"MONDO:0006191"
MONDO:0003385	"MONDO:0006135"
MONDO:0003407	"MONDO:0006344"
MONDO:0003415	"MONDO:0019537"
MONDO:0003416	"MONDO:0016243"
MONDO:0003418	"MONDO:0006108"
MONDO:0003436	"MONDO:0008433"
MONDO:0003440	"MONDO:0006111"
MONDO:0003449	"MONDO:0006439"
MONDO:0003451	"MONDO:0015070"
MONDO:0003456
MONDO:0003457	"MONDO:0006340"
MONDO:0003483	"MONDO:0006230"
MONDO:0003484	"MONDO:0018352"
MONDO:0003485	"MONDO:0018513"
MONDO:0003488	"MONDO:0006082"
MONDO:0003489	"MONDO:0006303"
MONDO:0003491	"MONDO:0018515"
MONDO:0003496	"MONDO:0006198"
MONDO:0003498	"MONDO:0006220"
MONDO:0003511		"MONDO:0010108"
MONDO:0003520	"MONDO:0024245"
MONDO:0003521	"MONDO:0019960"
MONDO:0003526	"MONDO:0006275"
MONDO:0003527	"MONDO:0007566"
MONDO:0003530	"MONDO:0044789"
MONDO:0003533	"MONDO:0006228"
MONDO:0003536	"MONDO:0006208"
MONDO:0003540	"MONDO:0004963"
MONDO:0003547	"MONDO:0006247"
MONDO:0003552	"MONDO:0006217"
MONDO:0003559	"MONDO:0006134"
MONDO:0003560	"MONDO:0005614"
MONDO:0003566	"MONDO:0016718"
MONDO:0003571		"HP:0000359"
MONDO:0003571		"MONDO:0002467"
MONDO:0003576	"MONDO:0005575"
MONDO:0003577	"MONDO:0006176"
MONDO:0003580	"MONDO:0006446"
MONDO:0003583	"MONDO:0006097"
MONDO:0003597	"MONDO:0013280"
MONDO:0003605	"MONDO:0006076"
MONDO:0003613	"MONDO:0006183"
MONDO:0003623	"MONDO:0006346"
MONDO:0003625	"MONDO:0005211"
MONDO:0003629	"MONDO:0006196"
MONDO:0003642	"MONDO:0018166"
MONDO:0003657	"MONDO:0019483"
MONDO:0003662	"MONDO:0006335"
MONDO:0003667	"MONDO:0020513"
MONDO:0003683	MONDO:0003680
MONDO:0003696	"MONDO:0016746"
MONDO:0003703	"MONDO:0003704"
MONDO:0003711	"MONDO:0017827"
MONDO:0003779	"MONDO:0016683"
MONDO:0003793	"MONDO:0006485"
MONDO:0003794	"MONDO:0004398"
MONDO:0003797	"MONDO:0006480"
MONDO:0003798	"MONDO:0017387"
MONDO:0003804
MONDO:0003807	"MONDO:0005032"
MONDO:0003814	"MONDO:0005017"
MONDO:0003815	"MONDO:0008283"
MONDO:0003817	"MONDO:0018368"
MONDO:0003823	"MONDO:0015698"
MONDO:0003833	"MONDO:0015974"
MONDO:0003838	"MONDO:0006069"
MONDO:0003854	"MONDO:0006469"
MONDO:0003855	"MONDO:0018369"
MONDO:0003871	"MONDO:0006301"
MONDO:0003877	"MONDO:0006132"
MONDO:0003883	"MONDO:0016728"
MONDO:0003914	"MONDO:0019254"
MONDO:0003919	"MONDO:0019052"
MONDO:0003920	"MONDO:0006229"
MONDO:0003949	"MONDO:0006140"
MONDO:0003961	"MONDO:0006138"
MONDO:0003974	"MONDO:0016757"
MONDO:0003977	"MONDO:0016688"
MONDO:0003981	"MONDO:0006142"
MONDO:0003986	"MONDO:0017814"
MONDO:0003998
MONDO:0004002	"MONDO:0019035"
MONDO:0004003	"MONDO:0018525"
MONDO:0004011	"MONDO:0018961"
MONDO:0004018	"MONDO:0007256"
MONDO:0004023	"MONDO:0018666"
MONDO:0004025	"MONDO:0006426"
MONDO:0004027		"MONDO:0005564"
MONDO:0004029	"MONDO:0006482"
MONDO:0004033	"MONDO:0016248"
MONDO:0004036	"MONDO:0006459"
MONDO:0004061	"MONDO:0009637"
MONDO:0004068	"MONDO:0000001"
MONDO:0004070	"MONDO:0016689"
MONDO:0004072	"MONDO:0016687"
MONDO:0004073	"MONDO:0015613"
MONDO:0004084	"MONDO:0006200"
MONDO:0004097	"MONDO:0021090"
MONDO:0004113	"MONDO:0017600"
MONDO:0004115	"MONDO:0006219"
MONDO:0004119	"MONDO:0006197"
MONDO:0004121	"MONDO:0006390"
MONDO:0004123	"MONDO:0006265"
MONDO:0004137	"MONDO:0017814"
MONDO:0004138	"MONDO:0006297"
MONDO:0004154	"MONDO:0018843"
MONDO:0004157	"MONDO:0018523"
MONDO:0004167	"MONDO:0024386"
MONDO:0004171	"MONDO:0015528"
MONDO:0004179	"MONDO:0016707"
MONDO:0004228	"MONDO:0018555"
MONDO:0004246	"MONDO:0005833"
MONDO:0004268		"MONDO:0021301"
MONDO:0004282	"MONDO:0006189"
MONDO:0004284
MONDO:0004300	"MONDO:0002631"
MONDO:0004342	"MONDO:0006479"
MONDO:0004347	"MONDO:0018523"
MONDO:0004362	"MONDO:0005917"
MONDO:0004388	"MONDO:0020513"
MONDO:0004391		"MONDO:0012825"
MONDO:0004395	"MONDO:0016702"
MONDO:0004399	"MONDO:0006458"
MONDO:0004424	"MONDO:0007672"
MONDO:0004434	"MONDO:0002299"
MONDO:0004437	"MONDO:0006409"
MONDO:0004470	"MONDO:0018381"
MONDO:0004476	"MONDO:0006452"
MONDO:0004480	"MONDO:0004481"
MONDO:0004490	"MONDO:0004491"
MONDO:0004515	"MONDO:0002722"
MONDO:0004527	"MONDO:0015528"
MONDO:0004536	"MONDO:0006141"
MONDO:0004553	"MONDO:0017853"
MONDO:0004576	"MONDO:0019975"
MONDO:0004581	"MONDO:0019562"
MONDO:0004589	"MONDO:0019118"
MONDO:0004590	"MONDO:0019118"
MONDO:0004595	"MONDO:0004598"
MONDO:0004602	"MONDO:0019735"
MONDO:0004606	"MONDO:0018824"
MONDO:0004610	"MONDO:0015454"
MONDO:0004623	"MONDO:0006234"
MONDO:0004626		"MONDO:0044778"
MONDO:0004632	"MONDO:0004952"
MONDO:0004654	"MONDO:0019168"
MONDO:0004655	"MONDO:0018872"
MONDO:0004676	"MONDO:0020074"
MONDO:0004683	"MONDO:0016030"
MONDO:0004688	"MONDO:0015194"
MONDO:0004692	"MONDO:0018805"
MONDO:0004704	"MONDO:0019053"
MONDO:0004711	"MONDO:0019065"
MONDO:0004721	"MONDO:0024477"
MONDO:0004722	"MONDO:0010518"
MONDO:0004734	"MONDO:0016028"
MONDO:0004735
MONDO:0004738	"MONDO:0019228"
MONDO:0004740	"MONDO:0009388"
MONDO:0004761	"HP:0008722"
MONDO:0004771	"MONDO:0016989"
MONDO:0004776	"MONDO:0017210"
MONDO:0004783	"MONDO:0019591"
MONDO:0004791	"MONDO:0019245"
MONDO:0004793	"MONDO:0006003"
MONDO:0004798	"MONDO:0019618"
MONDO:0004807	"MONDO:0019122"
MONDO:0004809	"MONDO:0005689"
MONDO:0004814	"MONDO:0019293"
MONDO:0004818	"MONDO:0002546"
MONDO:0004823	"MONDO:0015661"
MONDO:0004825	"MONDO:0019956"
MONDO:0004839	"MONDO:0016755"
MONDO:0004850	"MONDO:0020502"
MONDO:0004870	"MONDO:0006626"
MONDO:0004887	"MONDO:0019170"
MONDO:0004906	"MONDO:0009249"
MONDO:0004908	"MONDO:0018116"
MONDO:0004912	"MONDO:0020121"
MONDO:0004915	"MONDO:0005076"
MONDO:0004916	"MONDO:0006906"
MONDO:0004921	"MONDO:0017882"
MONDO:0004935	"MONDO:0021162"
MONDO:0004945	"MONDO:0015691"
MONDO:0004954	"MONDO:0007650"
MONDO:0004955	"MONDO:0000816"
MONDO:0004968	"MONDO:0018871"
MONDO:0004978	"MONDO:0042981"
MONDO:0004998	"MONDO:0018447"
MONDO:0004999	"MONDO:0008977"
MONDO:0005000	"MONDO:0017885"
MONDO:0005014	"MONDO:0016367"
MONDO:0005018	"MONDO:0018905"
MONDO:0005022	"MONDO:0005590"
MONDO:0005024	"MONDO:0004849"
MONDO:0005038	"MONDO:0003847"
MONDO:0005042
MONDO:0005049		"HP:0002170"
MONDO:0005054	"MONDO:0008054"
MONDO:0005064	"MONDO:0004796"
MONDO:0005069	"MONDO:0016158"
MONDO:0005088	"MONDO:0008383"
MONDO:0005107	"MONDO:0018902"
MONDO:0005123
MONDO:0005128
MONDO:0005158	"MONDO:0005010"
MONDO:0005162	"MONDO:0005812"
MONDO:0005171	"MONDO:0020076"
MONDO:0005190		"MONDO:0100280"
MONDO:0005196		"HP:0012864"
MONDO:0005199	"MONDO:0018920"
MONDO:0005205	"MONDO:0007915"
MONDO:0005209	"MONDO:0000607"
MONDO:0005218	"MONDO:0003939"
MONDO:0005222	"MONDO:0004655"
MONDO:0005225	"MONDO:0020320"
MONDO:0005226	"MONDO:0019458"
MONDO:0005228	"MONDO:0020325"
MONDO:0005234	"MONDO:0019127"
MONDO:0005237	"MONDO:0020562"
MONDO:0005239	"MONDO:0020563"
MONDO:0005241	"MONDO:0006639"
MONDO:0005243	"MONDO:0018912"
MONDO:0005245	"MONDO:0003669"
MONDO:0005248	MONDO:0003924
MONDO:0005251
MONDO:0005261	"MONDO:0005258"
MONDO:0005263	"MONDO:0002009"
MONDO:0005268	"MONDO:0007699"
MONDO:0005270	"MONDO:0020128"
MONDO:0005273	"MONDO:0019454"
MONDO:0005274	"MONDO:0019157"
MONDO:0005285	"MONDO:0008171"
MONDO:0005290
MONDO:0005305		"HP:0000421"
MONDO:0005307
MONDO:0005317	"MONDO:0004790"
MONDO:0005329	"MONDO:0016982"
MONDO:0005330	"MONDO:0016982"
MONDO:0005331	"MONDO:0019796"
MONDO:0005332	"MONDO:0006238"
MONDO:0005337	"MONDO:0005244"
MONDO:0005343	"MONDO:0006011"
MONDO:0005353	"MONDO:0005689"
MONDO:0005360	"MONDO:0006345"
MONDO:0005368	"MONDO:0008114"
MONDO:0005370	"MONDO:0015925"
MONDO:0005378	"MONDO:0019100"
MONDO:0005389	"MONDO:0018646"
MONDO:0005390	"MONDO:0007263"
MONDO:0005400	"MONDO:0000190"
MONDO:0005403	"MONDO:0018360"
MONDO:0005409	"MONDO:0007012"
MONDO:0005410	"MONDO:0020546"
MONDO:0005415	"MONDO:0015796"
MONDO:0005421	"MONDO:0001560"
MONDO:0005422	"MONDO:0004665"
MONDO:0005423	"MONDO:0000082"
MONDO:0005427	"MONDO:0004648"
MONDO:0005428	"MONDO:0008219"
MONDO:0005431	"MONDO:0019810"
MONDO:0005442	"MONDO:0005016"
MONDO:0005443	"MONDO:0005016"
MONDO:0005444	"MONDO:0011989"
MONDO:0005450	"MONDO:0007179"
MONDO:0005455	"MONDO:0019087"
MONDO:0005456	"MONDO:0018695"
MONDO:0005457	"MONDO:0003763"
MONDO:0005458	"MONDO:0019186"
MONDO:0005472	"MONDO:0019512"
MONDO:0005474	"MONDO:0005061"
MONDO:0005482
MONDO:0005513	"MONDO:0009354"
MONDO:0005521	"MONDO:0019345"
MONDO:0005529	"MONDO:0009609"
MONDO:0005540	"MONDO:0002169"
MONDO:0005547	"MONDO:0016711"
MONDO:0005548	"MONDO:0002728"
MONDO:0005553	"MONDO:0001223"
MONDO:0005562	"MONDO:0043765"
MONDO:0005569		"MONDO:0003900"
MONDO:0005573	"MONDO:0007179"
MONDO:0005577	"MONDO:0019371"
MONDO:0005587	"MONDO:0018908"
MONDO:0005600	"MONDO:0002752"
MONDO:0005603	"MONDO:0005184"
MONDO:0005604	"MONDO:0018689"
MONDO:0005612	"MONDO:0003355"
MONDO:0005622	"MONDO:0018882"
MONDO:0005633	"MONDO:0019383"
MONDO:0005637	"MONDO:0019355"
MONDO:0005646	"MONDO:0015200"
MONDO:0005653	"MONDO:0016466"
MONDO:0005666	"MONDO:0015274"
MONDO:0005681	"MONDO:0015265"
MONDO:0005685	"MONDO:0019082"
MONDO:0005686	"MONDO:0021641"
MONDO:0005702	"MONDO:0015908"
MONDO:0005703	"MONDO:0015943"
MONDO:0005713	"MONDO:0017361"
MONDO:0005726	"MONDO:0015484"
MONDO:0005727	"MONDO:0018769"
MONDO:0005732	"MONDO:0015260"
MONDO:0005733	"MONDO:0015636"
MONDO:0005735	"MONDO:0016472"
MONDO:0005741
MONDO:0005760	"MONDO:0021045"
MONDO:0005781	"MONDO:0017879"
MONDO:0005782	"MONDO:0008585"
MONDO:0005793	"MONDO:0015288"
MONDO:0005795	"MONDO:0018312"
MONDO:0005816	"MONDO:0019209"
MONDO:0005818	"MONDO:0019480"
MONDO:0005839	"MONDO:0020500"
MONDO:0005840	"MONDO:0020334"
MONDO:0005849		"MONDO:0700226"
MONDO:0005860	"MONDO:0019136"
MONDO:0005862
MONDO:0005863	MONDO:0000989
MONDO:0005869	"MONDO:0019147"
MONDO:0005877	"MONDO:0017776"
MONDO:0005882	"MONDO:0017137"
MONDO:0005889	"MONDO:0005812"
MONDO:0005897	"MONDO:0018626"
MONDO:0005902		"MONDO:0700226"
MONDO:0005924	"MONDO:0019121"
MONDO:0005926	"MONDO:0017373"
MONDO:0005930	"MONDO:0017416"
MONDO:0005931	"MONDO:0016318"
MONDO:0005934	"MONDO:0019169"
MONDO:0005935	"MONDO:0017376"
MONDO:0005948	"MONDO:0018181"
MONDO:0005951	"MONDO:0018903"
MONDO:0005955	"MONDO:0019365"
MONDO:0005958	"MONDO:0006055"
MONDO:0005992	"MONDO:0019444"
MONDO:0006016	"MONDO:0019376"
MONDO:0006017	"MONDO:0019380"
MONDO:0006020	"MONDO:0019610"
MONDO:0006023	"MONDO:0016505"
MONDO:0006024	MONDO:0003050
MONDO:0006048	"MONDO:0019954"
MONDO:0006051	"MONDO:0025506"
MONDO:0006057	"MONDO:0000951"
MONDO:0006062	MONDO:0004905
MONDO:0006063	"MONDO:0019214"
MONDO:0006064	"MONDO:0009116"
MONDO:0006070	"MONDO:0010643"
MONDO:0006072	"MONDO:0003185"
MONDO:0006080	"MONDO:0017590"
MONDO:0006083	"MONDO:0017603"
MONDO:0006084	"MONDO:0006646"
MONDO:0006089	"MONDO:0018017"
MONDO:0006099	"MONDO:0019461"
MONDO:0006100	"MONDO:0002829"
MONDO:0006101	"MONDO:0004053"
MONDO:0006110	"MONDO:0002751"
MONDO:0006113	"MONDO:0004114"
MONDO:0006114	"MONDO:0002760"
MONDO:0006124	MONDO:0003155
MONDO:0006125	MONDO:0003645
MONDO:0006127	"MONDO:0000525"
MONDO:0006129	"MONDO:0002571"
MONDO:0006136
MONDO:0006147	"MONDO:0015687"
MONDO:0006148	"MONDO:0019451"
MONDO:0006168
MONDO:0006171	"MONDO:0002096"
MONDO:0006175	"MONDO:0018907"
MONDO:0006177	"MONDO:0002141"
MONDO:0006185		"MONDO:0005070"
MONDO:0006194	"MONDO:0002747"
MONDO:0006204	"MONDO:0008177"
MONDO:0006205	"MONDO:0021039"
MONDO:0006236	"MONDO:0003256"
MONDO:0006240	"MONDO:0002789"
MONDO:0006242	"MONDO:0018666"
MONDO:0006251	"MONDO:0016039"
MONDO:0006252	"MONDO:0004299"
MONDO:0006253	"MONDO:0004278"
MONDO:0006259	"MONDO:0015534"
MONDO:0006261	MONDO:0004829
MONDO:0006263	"MONDO:0018310"
MONDO:0006269	"MONDO:0004726"
MONDO:0006289
MONDO:0006293	"MONDO:0005853"
MONDO:0006296	"MONDO:0019024"
MONDO:0006299	"MONDO:0001095"
MONDO:0006305	"MONDO:0003910"
MONDO:0006308	MONDO:0002200
MONDO:0006310	"MONDO:0004957"
MONDO:0006315
MONDO:0006318	"MONDO:0016985"
MONDO:0006319	"MONDO:0016984"
MONDO:0006331	"MONDO:0003792"
MONDO:0006332	"MONDO:0003507"
MONDO:0006333	"MONDO:0003481"
MONDO:0006334	"MONDO:0003581"
MONDO:0006338	"MONDO:0011366"
MONDO:0006341	"MONDO:0003795"
MONDO:0006342	"MONDO:0003494"
MONDO:0006361	"MONDO:0008231"
MONDO:0006370	"MONDO:0016722"
MONDO:0006371	"MONDO:0016723"
MONDO:0006376	"MONDO:0004684"
MONDO:0006379	"MONDO:0003308"
MONDO:0006384	"MONDO:0018842"
MONDO:0006399	"MONDO:0002729"
MONDO:0006413	MONDO:0003264
MONDO:0006415	"MONDO:0003198"
MONDO:0006425	"MONDO:0002894"
MONDO:0006431	"MONDO:0019462"
MONDO:0006433	"MONDO:0019475"
MONDO:0006434	"MONDO:0007667"
MONDO:0006437	"MONDO:0016037"
MONDO:0006439	"MONDO:0019392"
MONDO:0006440	"MONDO:0020332"
MONDO:0006441	"MONDO:0019468"
MONDO:0006443	"MONDO:0002522"
MONDO:0006445	"MONDO:0003508"
MONDO:0006448	"MONDO:0018193"
MONDO:0006449	"MONDO:0003402"
MONDO:0006453	"MONDO:0004122"
MONDO:0006454	"MONDO:0003493"
MONDO:0006457	"MONDO:0016975"
MONDO:0006461	"MONDO:0015075"
MONDO:0006472	"MONDO:0003184"
MONDO:0006473	"MONDO:0001419"
MONDO:0006475		"MONDO:0005086"
MONDO:0006492	"MONDO:0002210"
MONDO:0006494	"MONDO:0003240"
MONDO:0006495	"MONDO:0017604"
MONDO:0006501	"MONDO:0002406"
MONDO:0006503	"MONDO:0016227"
MONDO:0006508	"MONDO:0016021"
MONDO:0006511	"MONDO:0000158"
MONDO:0006514		"MONDO:0004980"
MONDO:0006516
MONDO:0006529	"MONDO:0019337"
MONDO:0006535	"MONDO:0018746"
MONDO:0006538	"MONDO:0015614"
MONDO:0006542	"MONDO:0018747"
MONDO:0006560		"HP:0000966"
MONDO:0006562	"MONDO:0010302"
MONDO:0006568	"MONDO:0018830"
MONDO:0006575	"MONDO:0016566"
MONDO:0006584		"MONDO:0700040"
MONDO:0006587	"MONDO:0018063"
MONDO:0006588	"MONDO:0010962"
MONDO:0006600
MONDO:0006623	"MONDO:0017227"
MONDO:0006627	"MONDO:0019124"
MONDO:0006628	"MONDO:0017844"
MONDO:0006657	"MONDO:0009025"
MONDO:0006661	"MONDO:0009412"
MONDO:0006667	"MONDO:0020322"
MONDO:0006674		"MONDO:0021041"
MONDO:0006675	"MONDO:0004225"
MONDO:0006689	"MONDO:0100347"
MONDO:0006691	"MONDO:0020572"
MONDO:0006695	"MONDO:0007303"
MONDO:0006697	"MONDO:0021697"
MONDO:0006703	"MONDO:0018301"
MONDO:0006707	"MONDO:0024388"
MONDO:0006719	"MONDO:0009761"
MONDO:0006724	"MONDO:0019373"
MONDO:0006725	"MONDO:0000960"
MONDO:0006728		"MONDO:800000"
MONDO:0006750	"MONDO:0018153"
MONDO:0006756	"MONDO:0019025"
MONDO:0006768	"MONDO:0001561"
MONDO:0006772	"MONDO:0010598"
MONDO:0006775	"MONDO:0000889"
MONDO:0006776	"MONDO:0018935"
MONDO:0006785	"MONDO:0019167"
MONDO:0006788	"MONDO:0020366"
MONDO:0006818	"MONDO:0006733"
MONDO:0006819	"MONDO:0018477"
MONDO:0006822	"MONDO:0003345"
MONDO:0006832	"MONDO:0016358"
MONDO:0006852	"MONDO:0018059"
MONDO:0006860	"MONDO:0003036"
MONDO:0006867	"MONDO:0019783"
MONDO:0006870	"MONDO:0017124"
MONDO:0006872
MONDO:0006885	"MONDO:0017255"
MONDO:0006902	"MONDO:0015742"
MONDO:0006906	"MONDO:0024686"
MONDO:0006910	"MONDO:0020528"
MONDO:0006911	"MONDO:0020552"
MONDO:0006914	"MONDO:0017364"
MONDO:0006928	"MONDO:0100450"
MONDO:0006934	MONDO:0006280
MONDO:0006942	"MONDO:0017768"
MONDO:0006943	"MONDO:0019125"
MONDO:0006954	"MONDO:0017767"
MONDO:0006958	"MONDO:0019266"
MONDO:0006959	"MONDO:0018304"
MONDO:0006967
MONDO:0006985	"MONDO:0007667"
MONDO:0006991	"MONDO:0019198"
MONDO:0007003	"MONDO:0019805"
MONDO:0007010	"MONDO:0020283"
MONDO:0007021
MONDO:0007026	"MONDO:0013209"
MONDO:0007061
MONDO:0007063	"MONDO:0002422"
MONDO:0007065	"MONDO:0020458"
MONDO:0007069	"MONDO:0018690"
MONDO:0007076	"MONDO:0018138"
MONDO:0007081	"MONDO:0015243"
MONDO:0007117	"MONDO:0033946"
MONDO:0007139
