x	p	y
MONDO:0037003	rdfs:subClassOf	MONDO:0005853
MONDO:0009072	rdfs:subClassOf	MONDO:0019117
MONDO:0017432	rdfs:subClassOf	MONDO:0018235
MONDO:0018348	rdfs:subClassOf	MONDO:0016334
MONDO:0008898	rdfs:subClassOf	MONDO:0043008
MONDO:0008244	rdfs:subClassOf	MONDO:0020191
MONDO:0000716	rdfs:subClassOf	MONDO:0000599
MONDO:0014271	rdfs:subClassOf	MONDO:0018287
MONDO:0011588	rdfs:subClassOf	MONDO:0000009
MONDO:0016070	rdfs:subClassOf	MONDO:0021147
MONDO:0010069	rdfs:subClassOf	MONDO:0019711
MONDO:0008596	rdfs:subClassOf	MONDO:0000426
MONDO:0006622	rdfs:subClassOf	MONDO:0015950
MONDO:0012166	rdfs:subClassOf	MONDO:0017663
MONDO:0007789	rdfs:subClassOf	MONDO:0003847
MONDO:0009130	rdfs:subClassOf	MONDO:0002254
MONDO:0008523	rdfs:subClassOf	MONDO:0015939
MONDO:0016287	rdfs:subClassOf	MONDO:0005131
MONDO:0021462	rdfs:subClassOf	MONDO:0021444
MONDO:0018228	rdfs:subClassOf	MONDO:0018455
MONDO:0021400	rdfs:subClassOf	MONDO:0021392
MONDO:0018975	rdfs:subClassOf	MONDO:0021061
MONDO:0002295	rdfs:subClassOf	MONDO:0018327
MONDO:0011446	rdfs:subClassOf	MONDO:0003847
MONDO:0009595	rdfs:subClassOf	MONDO:0006025
MONDO:0023577	rdfs:subClassOf	MONDO:0002254
MONDO:0019992	rdfs:subClassOf	MONDO:0015327
MONDO:0022401	rdfs:subClassOf	MONDO:0002254
MONDO:0019029	rdfs:subClassOf	MONDO:0015603
MONDO:0008162	rdfs:subClassOf	MONDO:0020573
MONDO:0017086	rdfs:subClassOf	MONDO:0017085
MONDO:0010621	rdfs:subClassOf	MONDO:0010556
MONDO:0014369	rdfs:subClassOf	MONDO:0017434
MONDO:0012463	rdfs:subClassOf	MONDO:0019200
MONDO:0009573	rdfs:subClassOf	MONDO:0003847
MONDO:0009820	rdfs:subClassOf	MONDO:0019704
MONDO:0016538	rdfs:subClassOf	MONDO:0019216
MONDO:0009630	rdfs:subClassOf	MONDO:0010303
MONDO:0008795	rdfs:subClassOf	MONDO:0019117
MONDO:0018353	rdfs:subClassOf	MONDO:0005020
MONDO:0006203	rdfs:subClassOf	MONDO:0003090
MONDO:0003361	rdfs:subClassOf	MONDO:0018078
MONDO:0002914	rdfs:subClassOf	MONDO:0002912
MONDO:0014757	rdfs:subClassOf	MONDO:0019520
MONDO:0010719	rdfs:subClassOf	MONDO:0003847
MONDO:0001652	rdfs:subClassOf	MONDO:0003319
MONDO:0003646	rdfs:subClassOf	MONDO:0002883
MONDO:0002631	rdfs:subClassOf	MONDO:0002629
MONDO:0011132	rdfs:subClassOf	MONDO:0015974
MONDO:0021524	rdfs:subClassOf	MONDO:0005165
MONDO:0001474	rdfs:subClassOf	MONDO:0003617
MONDO:0008966	rdfs:subClassOf	MONDO:0019520
MONDO:0001286	rdfs:subClassOf	MONDO:0003432
MONDO:0012525	rdfs:subClassOf	MONDO:0018998
MONDO:0010643	rdfs:subClassOf	MONDO:0005059
MONDO:0004831	rdfs:subClassOf	MONDO:0004830
MONDO:0005639	rdfs:subClassOf	MONDO:0005109
MONDO:0022321	rdfs:subClassOf	MONDO:0004736
MONDO:0004855	rdfs:subClassOf	MONDO:0004857
MONDO:0015259	rdfs:subClassOf	MONDO:0002320
MONDO:0000253	rdfs:subClassOf	MONDO:0002917
MONDO:0018766	rdfs:subClassOf	MONDO:0005020
MONDO:0015341	rdfs:subClassOf	MONDO:0005073
MONDO:0019134	rdfs:subClassOf	MONDO:0002682
MONDO:0056805	rdfs:subClassOf	MONDO:0003250
MONDO:0021977	rdfs:subClassOf	MONDO:0006499
MONDO:0010961	rdfs:subClassOf	MONDO:0015825
MONDO:0010271	rdfs:subClassOf	MONDO:0002320
MONDO:0011760	rdfs:subClassOf	MONDO:0001586
MONDO:0012324	rdfs:subClassOf	MONDO:0016912
MONDO:0018188	rdfs:subClassOf	MONDO:0003847
MONDO:0034103	rdfs:subClassOf	MONDO:0021669
MONDO:0005964	rdfs:subClassOf	MONDO:0023369
MONDO:0043475	rdfs:subClassOf	MONDO:0002254
MONDO:0010668	rdfs:subClassOf	MONDO:0023603
MONDO:0008395	rdfs:subClassOf	MONDO:0002320
MONDO:0004528	rdfs:subClassOf	MONDO:0044965
MONDO:0043139	rdfs:subClassOf	MONDO:0001386
MONDO:0010496	rdfs:subClassOf	MONDO:0043005
MONDO:0017627	rdfs:subClassOf	MONDO:0020132
MONDO:0001015	rdfs:subClassOf	MONDO:0001007
MONDO:0005124	rdfs:subClassOf	MONDO:0000314
MONDO:0017897	rdfs:subClassOf	MONDO:0020636
MONDO:0032626	rdfs:subClassOf	MONDO:0009640
MONDO:0002870	rdfs:subClassOf	MONDO:0020674
MONDO:0009567	rdfs:subClassOf	MONDO:0015218
MONDO:0008314	rdfs:subClassOf	MONDO:0003847
MONDO:0018395	rdfs:subClassOf	MONDO:0018390
MONDO:0007837	rdfs:subClassOf	MONDO:0019117
MONDO:0030720	rdfs:subClassOf	MONDO:0005993
MONDO:0008695	rdfs:subClassOf	MONDO:0024255
MONDO:0012269	rdfs:subClassOf	MONDO:0016902
MONDO:0009260	rdfs:subClassOf	MONDO:0018149
MONDO:0005764	rdfs:subClassOf	MONDO:0020082
MONDO:0007885	rdfs:subClassOf	MONDO:0019686
MONDO:0008617	rdfs:subClassOf	MONDO:0005265
MONDO:0011327	rdfs:subClassOf	MONDO:0017663
MONDO:0008541	rdfs:subClassOf	MONDO:0002329
MONDO:0014733	rdfs:subClassOf	MONDO:0018995
MONDO:0008824	rdfs:subClassOf	MONDO:0015929
MONDO:0016820	rdfs:subClassOf	MONDO:0015953
MONDO:0001899	rdfs:subClassOf	MONDO:0005009
MONDO:0019764	rdfs:subClassOf	MONDO:0016060
MONDO:0009527	rdfs:subClassOf	MONDO:0018637
MONDO:0009561	rdfs:subClassOf	MONDO:0020280
MONDO:0010485	rdfs:subClassOf	MONDO:0015329
MONDO:0000777	rdfs:subClassOf	MONDO:0005271
MONDO:0011954	rdfs:subClassOf	MONDO:0024462
MONDO:0010894	rdfs:subClassOf	MONDO:0018911
MONDO:0015780	rdfs:subClassOf	MONDO:0020195
MONDO:0004673	rdfs:subClassOf	MONDO:0006834
MONDO:0007460	rdfs:subClassOf	MONDO:0003847
MONDO:0001385	rdfs:subClassOf	MONDO:0003584
MONDO:0006082	rdfs:subClassOf	MONDO:0003199
MONDO:0001688	rdfs:subClassOf	MONDO:0005885
MONDO:0019720	rdfs:subClassOf	MONDO:0019719
MONDO:0002120	rdfs:subClassOf	MONDO:0019496
MONDO:0008209	rdfs:subClassOf	MONDO:0016229
MONDO:0026729	rdfs:subClassOf	MONDO:0005500
MONDO:0012650	rdfs:subClassOf	MONDO:0018814
MONDO:0011638	rdfs:subClassOf	MONDO:0015548
MONDO:0018527	rdfs:subClassOf	MONDO:0005192
MONDO:0003759	rdfs:subClassOf	MONDO:0006344
MONDO:0008932	rdfs:subClassOf	MONDO:0003847
MONDO:0020298	rdfs:subClassOf	MONDO:0008300
MONDO:0012151	rdfs:subClassOf	MONDO:0019117
MONDO:0042486	rdfs:subClassOf	MONDO:0011023
MONDO:0012886	rdfs:subClassOf	MONDO:0005265
MONDO:0017803	rdfs:subClassOf	MONDO:0005559
MONDO:0019963	rdfs:subClassOf	MONDO:0015119
MONDO:0011662	rdfs:subClassOf	MONDO:0001162
MONDO:0018166	rdfs:subClassOf	MONDO:0006858
MONDO:0009238	rdfs:subClassOf	MONDO:0017313
MONDO:0019174	rdfs:subClassOf	MONDO:0019234
MONDO:0041182	rdfs:subClassOf	MONDO:0006597
MONDO:0021964	rdfs:subClassOf	MONDO:0007778
MONDO:0019314	rdfs:subClassOf	MONDO:0019023
MONDO:0010127	rdfs:subClassOf	MONDO:0003847
MONDO:0010677	rdfs:subClassOf	MONDO:0020121
MONDO:0009200	rdfs:subClassOf	MONDO:0017434
MONDO:0002717	rdfs:subClassOf	MONDO:0021506
MONDO:0010745	rdfs:subClassOf	MONDO:0100089
MONDO:0006160	rdfs:subClassOf	MONDO:0006231
MONDO:0009901	rdfs:subClassOf	MONDO:0017435
MONDO:0014566	rdfs:subClassOf	MONDO:0018993
MONDO:0016852	rdfs:subClassOf	MONDO:0017011
MONDO:0001507	rdfs:subClassOf	MONDO:0021666
MONDO:0044746	rdfs:subClassOf	MONDO:0005113
MONDO:0018991	rdfs:subClassOf	MONDO:0005154
MONDO:0021537	rdfs:subClassOf	MONDO:0015459
MONDO:0018761	rdfs:subClassOf	MONDO:0020641
MONDO:0012602	rdfs:subClassOf	MONDO:0019588
MONDO:0044332	rdfs:subClassOf	MONDO:0015548
MONDO:0010922	rdfs:subClassOf	MONDO:0021034
MONDO:0021510	rdfs:subClassOf	MONDO:0000625
MONDO:0005842	rdfs:subClassOf	MONDO:0006858
MONDO:0010333	rdfs:subClassOf	MONDO:0043005
MONDO:0019196	rdfs:subClassOf	MONDO:0015145
MONDO:0003125	rdfs:subClassOf	MONDO:0006055
MONDO:0000466	rdfs:subClassOf	MONDO:0015110
MONDO:0002206	rdfs:subClassOf	MONDO:0002381
MONDO:0018116	rdfs:subClassOf	MONDO:0019743
MONDO:0002323	rdfs:subClassOf	MONDO:0002407
MONDO:0010621	rdfs:subClassOf	MONDO:0015950
MONDO:0011889	rdfs:subClassOf	MONDO:0018993
MONDO:0018598	rdfs:subClassOf	MONDO:0020281
MONDO:0008232	rdfs:subClassOf	MONDO:0024627
MONDO:0032891	rdfs:subClassOf	MONDO:0016483
MONDO:0005412	rdfs:subClassOf	MONDO:0002866
MONDO:0018199	rdfs:subClassOf	MONDO:0018200
MONDO:0006167	rdfs:subClassOf	MONDO:0002120
MONDO:0018955	rdfs:subClassOf	MONDO:0005087
MONDO:0004405	rdfs:subClassOf	MONDO:0005028
MONDO:0018065	rdfs:subClassOf	MONDO:0020254
MONDO:0015392	rdfs:subClassOf	MONDO:0015503
MONDO:0017384	rdfs:subClassOf	MONDO:0002406
MONDO:0006509	rdfs:subClassOf	MONDO:0004993
MONDO:0003645	rdfs:subClassOf	MONDO:0003155
MONDO:0000355	rdfs:subClassOf	MONDO:0020127
MONDO:0009026	rdfs:subClassOf	MONDO:0000508
MONDO:0010258	rdfs:subClassOf	MONDO:0016565
MONDO:0032597	rdfs:subClassOf	MONDO:0020127
MONDO:0003619	rdfs:subClassOf	MONDO:0000922
MONDO:0007927	rdfs:subClassOf	MONDO:0015496
MONDO:0010013	rdfs:subClassOf	MONDO:0017744
MONDO:0013277	rdfs:subClassOf	MONDO:0016021
MONDO:0007308	rdfs:subClassOf	MONDO:0018993
MONDO:0013969	rdfs:subClassOf	MONDO:0018157
MONDO:0015000	rdfs:subClassOf	MONDO:0016021
MONDO:0003822	rdfs:subClassOf	MONDO:0003755
MONDO:0006364	rdfs:subClassOf	MONDO:0006362
MONDO:0012011	rdfs:subClassOf	MONDO:0003847
MONDO:0018087	rdfs:subClassOf	MONDO:0005108
MONDO:0010890	rdfs:subClassOf	MONDO:0015159
MONDO:0011219	rdfs:subClassOf	MONDO:0019287
MONDO:0009406	rdfs:subClassOf	MONDO:0019710
MONDO:0001493	rdfs:subClassOf	MONDO:0004596
MONDO:0003695	rdfs:subClassOf	MONDO:0003460
MONDO:0009925	rdfs:subClassOf	MONDO:0020272
MONDO:0011610	rdfs:subClassOf	MONDO:0044976
MONDO:0021541	rdfs:subClassOf	MONDO:0021453
MONDO:0033947	rdfs:subClassOf	MONDO:0019623
MONDO:0006045	rdfs:subClassOf	MONDO:0002752
MONDO:0019927	rdfs:subClassOf	MONDO:0017611
MONDO:0009050	rdfs:subClassOf	MONDO:0003429
MONDO:0006517	rdfs:subClassOf	MONDO:0021079
MONDO:0006032	rdfs:subClassOf	MONDO:0021166
MONDO:0012049	rdfs:subClassOf	MONDO:0015375
MONDO:0017159	rdfs:subClassOf	MONDO:0002254
MONDO:0044655	rdfs:subClassOf	MONDO:0002320
MONDO:0009963	rdfs:subClassOf	MONDO:0000508
MONDO:0013098	rdfs:subClassOf	MONDO:0019117
MONDO:0001488	rdfs:subClassOf	MONDO:0001308
MONDO:0008054	rdfs:subClassOf	MONDO:0016367
MONDO:0003216	rdfs:subClassOf	MONDO:0004970
MONDO:0060622	rdfs:subClassOf	MONDO:0003847
MONDO:0018965	rdfs:subClassOf	MONDO:0000275
MONDO:0018412	rdfs:subClassOf	MONDO:0018411
MONDO:0009359	rdfs:subClassOf	MONDO:0019117
MONDO:0015592	rdfs:subClassOf	MONDO:0021670
MONDO:0056806	rdfs:subClassOf	MONDO:0005097
MONDO:0014336	rdfs:subClassOf	MONDO:0043005
MONDO:0003133	rdfs:subClassOf	MONDO:0002462
MONDO:0010121	rdfs:subClassOf	MONDO:0009332
MONDO:0012599	rdfs:subClassOf	MONDO:0007781
MONDO:0000940	rdfs:subClassOf	MONDO:0002428
MONDO:0002948	rdfs:subClassOf	MONDO:0005341
MONDO:0015542	rdfs:subClassOf	MONDO:0015540
MONDO:0017033	rdfs:subClassOf	MONDO:0017031
MONDO:0018129	rdfs:subClassOf	MONDO:0015905
MONDO:0006793	rdfs:subClassOf	MONDO:0024468
MONDO:0043083	rdfs:subClassOf	MONDO:0001411
MONDO:0011336	rdfs:subClassOf	MONDO:0015541
MONDO:0014428	rdfs:subClassOf	MONDO:0019588
MONDO:0017837	rdfs:subClassOf	MONDO:0017274
MONDO:0016032	rdfs:subClassOf	MONDO:0019713
MONDO:0007309	rdfs:subClassOf	MONDO:0002320
MONDO:0009613	rdfs:subClassOf	MONDO:0017214
MONDO:0007029	rdfs:subClassOf	MONDO:0015495
MONDO:0009155	rdfs:subClassOf	MONDO:0018455
MONDO:0007261	rdfs:subClassOf	MONDO:0003847
MONDO:0020156	rdfs:subClassOf	MONDO:0020155
MONDO:0021281	rdfs:subClassOf	MONDO:0021541
MONDO:0014178	rdfs:subClassOf	MONDO:0000507
MONDO:0019460	rdfs:subClassOf	MONDO:0018874
MONDO:0017036	rdfs:subClassOf	MONDO:0021117
MONDO:0001852	rdfs:subClassOf	MONDO:0000956
MONDO:0003624	rdfs:subClassOf	MONDO:0004965
MONDO:0005917	rdfs:subClassOf	MONDO:0002654
MONDO:0013217	rdfs:subClassOf	MONDO:0015253
MONDO:0008434	rdfs:subClassOf	MONDO:0000508
MONDO:0011028	rdfs:subClassOf	MONDO:0016334
MONDO:0018290	rdfs:subClassOf	MONDO:0015506
MONDO:0000136	rdfs:subClassOf	MONDO:0006552
MONDO:0011138	rdfs:subClassOf	MONDO:0023603
MONDO:0000079	rdfs:subClassOf	MONDO:0005298
MONDO:0016272	rdfs:subClassOf	MONDO:0006474
MONDO:0005941	rdfs:subClassOf	MONDO:0004992
MONDO:0010824	rdfs:subClassOf	MONDO:0020042
MONDO:0017443	rdfs:subClassOf	MONDO:0017421
MONDO:0013374	rdfs:subClassOf	MONDO:0003847
MONDO:0013446	rdfs:subClassOf	MONDO:0018998
MONDO:0001217	rdfs:subClassOf	MONDO:0001214
MONDO:0017480	rdfs:subClassOf	MONDO:0017438
MONDO:0020473	rdfs:subClassOf	MONDO:0019701
MONDO:0003800	rdfs:subClassOf	MONDO:0009330
MONDO:0000192	rdfs:subClassOf	MONDO:0005336
MONDO:0006313	rdfs:subClassOf	MONDO:0021230
MONDO:0017940	rdfs:subClassOf	MONDO:0018993
MONDO:0014602	rdfs:subClassOf	MONDO:0019117
MONDO:0003379	rdfs:subClassOf	MONDO:0002168
MONDO:0008195	rdfs:subClassOf	MONDO:0016120
MONDO:0042499	rdfs:subClassOf	MONDO:0011140
MONDO:0013385	rdfs:subClassOf	MONDO:0002457
MONDO:0008568	rdfs:subClassOf	MONDO:0003847
MONDO:0014598	rdfs:subClassOf	MONDO:0018614
MONDO:0019224	rdfs:subClassOf	MONDO:0004736
MONDO:0007171	rdfs:subClassOf	MONDO:0015281
MONDO:0020407	rdfs:subClassOf	MONDO:0015273
MONDO:0011346	rdfs:subClassOf	MONDO:0018106
MONDO:0013324	rdfs:subClassOf	MONDO:0018729
MONDO:0012747	rdfs:subClassOf	MONDO:0020106
MONDO:0001533	rdfs:subClassOf	MONDO:0002183
MONDO:0011861	rdfs:subClassOf	MONDO:0003847
MONDO:0018939	rdfs:subClassOf	MONDO:0018287
MONDO:0012659	rdfs:subClassOf	MONDO:0005150
MONDO:0003244	rdfs:subClassOf	MONDO:0006424
MONDO:0007200	rdfs:subClassOf	MONDO:0002320
MONDO:0001639	rdfs:subClassOf	MONDO:0002280
MONDO:0002874	rdfs:subClassOf	MONDO:0010108
MONDO:0008935	rdfs:subClassOf	MONDO:0015890
MONDO:0017615	rdfs:subClassOf	MONDO:0015654
MONDO:0014671	rdfs:subClassOf	MONDO:0002316
MONDO:0016004	rdfs:subClassOf	MONDO:0016677
MONDO:0019169	rdfs:subClassOf	MONDO:0019213
MONDO:0018172	rdfs:subClassOf	MONDO:0018365
MONDO:0014899	rdfs:subClassOf	MONDO:0016797
MONDO:0019991	rdfs:subClassOf	MONDO:0002462
MONDO:0015240	rdfs:subClassOf	MONDO:0019942
MONDO:0006291	rdfs:subClassOf	MONDO:0021069
MONDO:0010115	rdfs:subClassOf	MONDO:0015929
MONDO:0019499	rdfs:subClassOf	MONDO:0017978
MONDO:0015892	rdfs:subClassOf	MONDO:0019590
MONDO:0004346	rdfs:subClassOf	MONDO:0003210
MONDO:0009780	rdfs:subClassOf	MONDO:0002320
MONDO:0005082	rdfs:subClassOf	MONDO:0004970
MONDO:0011175	rdfs:subClassOf	MONDO:0009245
MONDO:0017758	rdfs:subClassOf	MONDO:0017757
MONDO:0016383	rdfs:subClassOf	MONDO:0004782
MONDO:0003638	rdfs:subClassOf	MONDO:0021322
MONDO:0001205	rdfs:subClassOf	MONDO:0005041
MONDO:0014761	rdfs:subClassOf	MONDO:0023603
MONDO:0006939	rdfs:subClassOf	MONDO:0006938
MONDO:0001491	rdfs:subClassOf	MONDO:0004979
MONDO:0015206	rdfs:subClassOf	MONDO:0015160
MONDO:0003898	rdfs:subClassOf	MONDO:0003681
MONDO:0020191	rdfs:subClassOf	MONDO:0006600
MONDO:0016055	rdfs:subClassOf	MONDO:0002254
MONDO:0014658	rdfs:subClassOf	MONDO:0018232
MONDO:0010651	rdfs:subClassOf	MONDO:0004689
MONDO:0007442	rdfs:subClassOf	MONDO:0018849
MONDO:0300000	rdfs:subClassOf	MONDO:0005500
MONDO:0015987	rdfs:subClassOf	MONDO:0017705
MONDO:0004403	rdfs:subClassOf	MONDO:0003537
MONDO:0019285	rdfs:subClassOf	MONDO:0002254
MONDO:0016650	rdfs:subClassOf	MONDO:0020057
MONDO:0012833	rdfs:subClassOf	MONDO:0020254
MONDO:0006239	rdfs:subClassOf	MONDO:0000448
MONDO:0020278	rdfs:subClassOf	MONDO:0005328
MONDO:0013243	rdfs:subClassOf	MONDO:0015352
MONDO:0015458	rdfs:subClassOf	MONDO:0043005
MONDO:0003072	rdfs:subClassOf	MONDO:0002236
MONDO:0012002	rdfs:subClassOf	MONDO:0019588
MONDO:0015066	rdfs:subClassOf	MONDO:0015067
MONDO:0012359	rdfs:subClassOf	MONDO:0018814
MONDO:0017611	rdfs:subClassOf	MONDO:0002082
MONDO:0015170	rdfs:subClassOf	MONDO:0015178
MONDO:0002340	rdfs:subClassOf	MONDO:0017768
MONDO:0021542	rdfs:subClassOf	MONDO:0021487
MONDO:0017586	rdfs:subClassOf	MONDO:0017588
MONDO:0017858	rdfs:subClassOf	MONDO:0020703
MONDO:0027772	rdfs:subClassOf	MONDO:0005061
MONDO:0012451	rdfs:subClassOf	MONDO:0003847
MONDO:0012413	rdfs:subClassOf	MONDO:0016073
MONDO:0007044	rdfs:subClassOf	MONDO:0017240
MONDO:0017134	rdfs:subClassOf	MONDO:0019287
MONDO:0000589	rdfs:subClassOf	MONDO:0002081
MONDO:0017318	rdfs:subClassOf	MONDO:0019289
MONDO:0010494	rdfs:subClassOf	MONDO:0010672
MONDO:0006755	rdfs:subClassOf	MONDO:0002254
MONDO:0044715	rdfs:subClassOf	MONDO:0043007
MONDO:0005304	rdfs:subClassOf	MONDO:0004868
MONDO:0006277	rdfs:subClassOf	MONDO:0017027
MONDO:0014969	rdfs:subClassOf	MONDO:0019231
MONDO:0001218	rdfs:subClassOf	MONDO:0004867
MONDO:0009860	rdfs:subClassOf	MONDO:0003847
MONDO:0019751	rdfs:subClassOf	MONDO:0005554
MONDO:0001461	rdfs:subClassOf	MONDO:0004678
MONDO:0010127	rdfs:subClassOf	MONDO:0006456
MONDO:0010151	rdfs:subClassOf	MONDO:0016790
MONDO:0020469	rdfs:subClassOf	MONDO:0015620
MONDO:0004764	rdfs:subClassOf	MONDO:0002183
MONDO:0009479	rdfs:subClassOf	MONDO:0000508
MONDO:0013406	rdfs:subClassOf	MONDO:0019118
MONDO:0010702	rdfs:subClassOf	MONDO:0019287
MONDO:0002914	rdfs:subClassOf	MONDO:0006517
MONDO:0000590	rdfs:subClassOf	MONDO:0002977
MONDO:0020639	rdfs:subClassOf	MONDO:0019040
MONDO:0015842	rdfs:subClassOf	MONDO:0015829
MONDO:0004479	rdfs:subClassOf	MONDO:0003751
MONDO:0007367	rdfs:subClassOf	MONDO:0000032
MONDO:0000701	rdfs:subClassOf	MONDO:0005385
MONDO:0011603	rdfs:subClassOf	MONDO:0016112
MONDO:0010992	rdfs:subClassOf	MONDO:0019589
MONDO:0012759	rdfs:subClassOf	MONDO:0015159
MONDO:0015634	rdfs:subClassOf	MONDO:0001414
MONDO:0005001	rdfs:subClassOf	MONDO:0004966
MONDO:0007813	rdfs:subClassOf	MONDO:0017339
MONDO:0010403	rdfs:subClassOf	MONDO:0019290
MONDO:0015496	rdfs:subClassOf	MONDO:0015475
MONDO:0008884	rdfs:subClassOf	MONDO:0019287
MONDO:0007046	rdfs:subClassOf	MONDO:0024255
MONDO:0021480	rdfs:subClassOf	MONDO:0021445
MONDO:0016290	rdfs:subClassOf	MONDO:0000508
MONDO:0007710	rdfs:subClassOf	MONDO:0002254
MONDO:0017447	rdfs:subClassOf	MONDO:0017422
MONDO:0000208	rdfs:subClassOf	MONDO:0018320
MONDO:0016456	rdfs:subClassOf	MONDO:0015159
MONDO:0018262	rdfs:subClassOf	MONDO:0016677
MONDO:0002650	rdfs:subClassOf	MONDO:0004993
MONDO:0018360	rdfs:subClassOf	MONDO:0018356
MONDO:0019683	rdfs:subClassOf	MONDO:0019530
MONDO:0013320	rdfs:subClassOf	MONDO:0000761
MONDO:0004426	rdfs:subClassOf	MONDO:0003774
MONDO:0002419	rdfs:subClassOf	MONDO:0005395
MONDO:0010263	rdfs:subClassOf	MONDO:0043005
MONDO:0016082	rdfs:subClassOf	MONDO:0015505
MONDO:0009946	rdfs:subClassOf	MONDO:0019238
MONDO:0010424	rdfs:subClassOf	MONDO:0012580
MONDO:0015200	rdfs:subClassOf	MONDO:0024271
MONDO:0017928	rdfs:subClassOf	MONDO:0019117
MONDO:0015683	rdfs:subClassOf	MONDO:0015682
MONDO:0045037	rdfs:subClassOf	MONDO:0002312
MONDO:0013863	rdfs:subClassOf	MONDO:0018814
MONDO:0001575	rdfs:subClassOf	MONDO:0003617
MONDO:0003769	rdfs:subClassOf	MONDO:0005794
MONDO:0012579	rdfs:subClassOf	MONDO:0017027
MONDO:0015939	rdfs:subClassOf	MONDO:0007179
MONDO:0016425	rdfs:subClassOf	MONDO:0015488
MONDO:0009197	rdfs:subClassOf	MONDO:0020113
MONDO:0011714	rdfs:subClassOf	MONDO:0003847
MONDO:0014935	rdfs:subClassOf	MONDO:0015942
MONDO:0002904	rdfs:subClassOf	MONDO:0004730
MONDO:0022737	rdfs:subClassOf	MONDO:0010557
MONDO:0017042	rdfs:subClassOf	MONDO:0018232
MONDO:0018564	rdfs:subClassOf	MONDO:0016885
MONDO:0001801	rdfs:subClassOf	MONDO:0001321
MONDO:0044768	rdfs:subClassOf	MONDO:0001608
MONDO:0019524	rdfs:subClassOf	MONDO:0015231
MONDO:0010323	rdfs:subClassOf	MONDO:0020119
MONDO:0005534	rdfs:subClassOf	MONDO:0000709
MONDO:0020579	rdfs:subClassOf	MONDO:0021166
MONDO:0006295	rdfs:subClassOf	MONDO:0021066
MONDO:0018675	rdfs:subClassOf	MONDO:0017287
MONDO:0011953	rdfs:subClassOf	MONDO:0000166
MONDO:0020336	rdfs:subClassOf	MONDO:0021106
MONDO:0017377	rdfs:subClassOf	MONDO:0015159
MONDO:0005945	rdfs:subClassOf	MONDO:0000314
MONDO:0005789	rdfs:subClassOf	MONDO:0005344
MONDO:0003689	rdfs:subClassOf	MONDO:0003847
MONDO:0012228	rdfs:subClassOf	MONDO:0001384
MONDO:0000569	rdfs:subClassOf	MONDO:0005151
MONDO:0018953	rdfs:subClassOf	MONDO:0018075
MONDO:0012726	rdfs:subClassOf	MONDO:0018790
MONDO:0044714	rdfs:subClassOf	MONDO:0016803
MONDO:0018131	rdfs:subClassOf	MONDO:0018681
MONDO:0002997	rdfs:subClassOf	MONDO:0024653
MONDO:0010630	rdfs:subClassOf	MONDO:0003847
MONDO:0003924	rdfs:subClassOf	MONDO:0036591
MONDO:0024868	rdfs:subClassOf	MONDO:0004202
MONDO:0019836	rdfs:subClassOf	MONDO:0017710
MONDO:0008514	rdfs:subClassOf	MONDO:0019530
MONDO:0010252	rdfs:subClassOf	MONDO:0002254
MONDO:0003064	rdfs:subClassOf	MONDO:0002537
MONDO:0019469	rdfs:subClassOf	MONDO:0005402
MONDO:0005012	rdfs:subClassOf	MONDO:0005105
MONDO:0011533	rdfs:subClassOf	MONDO:0018286
MONDO:0021138	rdfs:subClassOf	MONDO:0000621
MONDO:0020592	rdfs:subClassOf	MONDO:0024623
MONDO:0018452	rdfs:subClassOf	MONDO:0017133
MONDO:0012393	rdfs:subClassOf	MONDO:0017352
MONDO:0005684	rdfs:subClassOf	MONDO:0000341
MONDO:0019358	rdfs:subClassOf	MONDO:0016399
MONDO:0002120	rdfs:subClassOf	MONDO:0021069
MONDO:0012196	rdfs:subClassOf	MONDO:0021944
MONDO:0012205	rdfs:subClassOf	MONDO:0000211
MONDO:0018921	rdfs:subClassOf	MONDO:0017133
MONDO:0009036	rdfs:subClassOf	MONDO:0015159
MONDO:0010797	rdfs:subClassOf	MONDO:0018032
MONDO:0033361	rdfs:subClassOf	MONDO:0016021
MONDO:0003842	rdfs:subClassOf	MONDO:0002505
MONDO:0014270	rdfs:subClassOf	MONDO:0005500
MONDO:0008070	rdfs:subClassOf	MONDO:0015736
MONDO:0001208	rdfs:subClassOf	MONDO:0021113
MONDO:0007193	rdfs:subClassOf	MONDO:0005388
MONDO:0007915	rdfs:subClassOf	MONDO:0015939
MONDO:0015003	rdfs:subClassOf	MONDO:0002320
MONDO:0005361	rdfs:subClassOf	MONDO:0018438
MONDO:0017852	rdfs:subClassOf	MONDO:0020071
MONDO:0018550	rdfs:subClassOf	MONDO:0018609
MONDO:0002448	rdfs:subClassOf	MONDO:0002352
MONDO:0010980	rdfs:subClassOf	MONDO:0003847
MONDO:0007797	rdfs:subClassOf	MONDO:0019721
MONDO:0005688	rdfs:subClassOf	MONDO:0043424
MONDO:0025085	rdfs:subClassOf	MONDO:0006011
MONDO:0025404	rdfs:subClassOf	MONDO:0025113
MONDO:0001827	rdfs:subClassOf	MONDO:0000253
MONDO:0016577	rdfs:subClassOf	MONDO:0015214
MONDO:0024234	rdfs:subClassOf	MONDO:0002254
MONDO:0002480	rdfs:subClassOf	MONDO:0005626
MONDO:0011049	rdfs:subClassOf	MONDO:0000508
MONDO:0009958	rdfs:subClassOf	MONDO:0020142
