mondo_id	xref_id	source_id	source_medgen_id	mapping_predicate
MONDO:0021204	UMLS:C0271441	MEDGEN:75751	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001212	UMLS:C0271446	MEDGEN:543351	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021202	UMLS:C0271447	MEDGEN:543352	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021203	UMLS:C0271453	MEDGEN:75752	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001920	UMLS:C0271454	MEDGEN:543356	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004223	UMLS:C0271466	MEDGEN:124403	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004866	UMLS:C0271468	MEDGEN:543364	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007096	UMLS:C0271556	MEDGEN:78775	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002721	UMLS:C0271558	MEDGEN:124404	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008250	UMLS:C0271567	MEDGEN:124405	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009877	UMLS:C0271568	MEDGEN:78776	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009881	UMLS:C0271575	MEDGEN:78778	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009223	UMLS:C0271582	MEDGEN:82881	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009911	UMLS:C0271586	MEDGEN:75758	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0025956	UMLS:C0271614	MEDGEN:78780	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018561	UMLS:C0271616	MEDGEN:543449	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018555	UMLS:C0271623	MEDGEN:82883	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001933	UMLS:C0271633	MEDGEN:124407	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001076	UMLS:C0271650	MEDGEN:75760	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001583	UMLS:C0271680	MEDGEN:75763	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002316	UMLS:C0271683	MEDGEN:82885	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001299	UMLS:C0271686	MEDGEN:82887	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019193	UMLS:C0271693	MEDGEN:543499	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020088	UMLS:C0271694	MEDGEN:124408	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009874	UMLS:C0271695	MEDGEN:78783	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009415	UMLS:C0271714	MEDGEN:82888	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021752	UMLS:C0271732	MEDGEN:124410	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100480	UMLS:C0271737	MEDGEN:543526	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007071	UMLS:C0271740	MEDGEN:78784	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009279	UMLS:C0271742	MEDGEN:82889	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006833	UMLS:C0271760	MEDGEN:75766	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010139	UMLS:C0271789	MEDGEN:78786	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044014	UMLS:C0271815	MEDGEN:78787	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0045046	UMLS:C0271824	MEDGEN:543589	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043103	UMLS:C0271826	MEDGEN:124412	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010134	UMLS:C0271829	MEDGEN:82890	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006354	UMLS:C0271844	MEDGEN:75767	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016365	UMLS:C0271846	MEDGEN:543605	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001530	UMLS:C0271847	MEDGEN:543606	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021132	UMLS:C0271858	MEDGEN:488837	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018242	UMLS:C0271865	MEDGEN:488838	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000387	UMLS:C0271901	MEDGEN:124413	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015610	UMLS:C0271907	MEDGEN:543648	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020337	UMLS:C0271933	MEDGEN:82891	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016489	UMLS:C0271985	MEDGEN:78790	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018749	UMLS:C0271994	MEDGEN:543715	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015579	UMLS:C0272005	MEDGEN:543726	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020459	UMLS:C0272006	MEDGEN:82893	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004574	UMLS:C0272013	MEDGEN:543733	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017910	UMLS:C0272051	MEDGEN:124415	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019107	UMLS:C0272052	MEDGEN:75772	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0040671	UMLS:C0272060	MEDGEN:543772	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012747	UMLS:C0272066	MEDGEN:82895	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019537	UMLS:C0272080	MEDGEN:124416	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016670	UMLS:C0272084	MEDGEN:452366	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018963	UMLS:C0272087	MEDGEN:473013	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019532	UMLS:C0272118	MEDGEN:450541	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016030	UMLS:C0272126	MEDGEN:75773	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010381	UMLS:C0272137	MEDGEN:82896	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001238	UMLS:C0272153	MEDGEN:78794	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009973	UMLS:C0272167	MEDGEN:124417	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009833	UMLS:C0272170	MEDGEN:124418	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007883	UMLS:C0272174	MEDGEN:78795	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018739	UMLS:C0272176	MEDGEN:543869	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017570	UMLS:C0272187	MEDGEN:124419	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007544	UMLS:C0272192	MEDGEN:78796	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015541	UMLS:C0272199	MEDGEN:78797	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019025	UMLS:C0272202	MEDGEN:75774	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020331	UMLS:C0272203	MEDGEN:82897	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044921	UMLS:C0272217	MEDGEN:75775	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003947	UMLS:C0272236	MEDGEN:124420	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015698	UMLS:C0272238	MEDGEN:124421	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003832	UMLS:C0272242	MEDGEN:82898	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000659	UMLS:C0272253	MEDGEN:543921	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024285	UMLS:C0272254	MEDGEN:543922	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002755	UMLS:C0272256	MEDGEN:75777	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022904	UMLS:C0272263	MEDGEN:78798	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008556	UMLS:C0272282	MEDGEN:78799	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018048	UMLS:C0272285	MEDGEN:124423	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002048	UMLS:C0272286	MEDGEN:75778	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007686	UMLS:C0272302	MEDGEN:82900	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008354	UMLS:C0272309	MEDGEN:124424	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013361	UMLS:C0272317	MEDGEN:124425	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009211	UMLS:C0272320	MEDGEN:473015	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015719	UMLS:C0272322	MEDGEN:543973	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015720	UMLS:C0272323	MEDGEN:543974	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015721	UMLS:C0272324	MEDGEN:543975	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0035735	UMLS:C0272325	MEDGEN:124426	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009212	UMLS:C0272327	MEDGEN:543976	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021134	UMLS:C0272328	MEDGEN:543977	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044744	UMLS:C0272339	MEDGEN:75779	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009234	UMLS:C0272340	MEDGEN:75780	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001244	UMLS:C0272348	MEDGEN:543992	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0014452	UMLS:C0272350	MEDGEN:82901	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020460	UMLS:C0272362	MEDGEN:543999	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013144	UMLS:C0272375	MEDGEN:75781	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004928	UMLS:C0272394	MEDGEN:78802	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002333	UMLS:C0272412	MEDGEN:124428	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0042963	UMLS:C0272414	MEDGEN:75782	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0035008	UMLS:C0272416	MEDGEN:544034	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0014519	UMLS:C0274294	MEDGEN:545568	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0027677	UMLS:C0274487	MEDGEN:545728	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0027666	UMLS:C0274612	MEDGEN:545839	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100128	UMLS:C0275524	MEDGEN:452372	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001190	UMLS:C0275594	MEDGEN:546685	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023149	UMLS:C0275619	MEDGEN:546696	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001837	UMLS:C0275654	MEDGEN:546728	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001720	UMLS:C0275662	MEDGEN:546735	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043314	UMLS:C0275708	MEDGEN:78814	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017832	UMLS:C0275715	MEDGEN:546776	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001353	UMLS:C0275742	MEDGEN:546794	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0041535	UMLS:C0275758	MEDGEN:546804	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0040922	UMLS:C0275842	MEDGEN:546880	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000333	UMLS:C0275859	MEDGEN:546894	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005696	UMLS:C0275904	MEDGEN:82907	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001678	UMLS:C0275911	MEDGEN:546943	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023153	UMLS:C0275919	MEDGEN:78815	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006758	UMLS:C0275931	MEDGEN:546958	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002226	UMLS:C0275932	MEDGEN:546959	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000271	UMLS:C0275933	MEDGEN:546960	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000320	UMLS:C0275974	MEDGEN:546997	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0040728	UMLS:C0275979	MEDGEN:547000	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001067	UMLS:C0275998	MEDGEN:124440	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0040732	UMLS:C0276075	MEDGEN:547066	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024416	UMLS:C0276121	MEDGEN:547099	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023161	UMLS:C0276138	MEDGEN:547112	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023164	UMLS:C0276139	MEDGEN:547113	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002594	UMLS:C0276180	MEDGEN:124442	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017381	UMLS:C0276225	MEDGEN:82910	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012521	UMLS:C0276226	MEDGEN:75794	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024354	UMLS:C0276253	MEDGEN:124443	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0027026	UMLS:C0276264	MEDGEN:473018	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000342	UMLS:C0276286	MEDGEN:547234	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018661	UMLS:C0276289	MEDGEN:547236	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0042974	UMLS:C0276324	MEDGEN:547264	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100286	UMLS:C0276340	MEDGEN:547277	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005460	UMLS:C0276357	MEDGEN:1385137	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019378	UMLS:C0276379	MEDGEN:547309	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000345	UMLS:C0276386	MEDGEN:547314	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100087	UMLS:C0276496	MEDGEN:82914	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018109	UMLS:C0276624	MEDGEN:547442	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0042433	UMLS:C0276648	MEDGEN:547460	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021935	UMLS:C0276657	MEDGEN:82916	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004824	UMLS:C0276682	MEDGEN:547484	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000303	UMLS:C0276712	MEDGEN:547510	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001867	UMLS:C0276721	MEDGEN:452374	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0042484	UMLS:C0276725	MEDGEN:547522	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010146	UMLS:C0276742	MEDGEN:124446	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016426	UMLS:C0276758	MEDGEN:452375	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:1010000	UMLS:C0276912	MEDGEN:124447	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044351	UMLS:C0276932	MEDGEN:124448	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000294	UMLS:C0277108	MEDGEN:547845	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000297	UMLS:C0277150	MEDGEN:547881	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000295	UMLS:C0277331	MEDGEN:548052	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019498	UMLS:C0277356	MEDGEN:78823	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0035406	UMLS:C0277400	MEDGEN:548117	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0041536	UMLS:C0277513	MEDGEN:548219	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006039	UMLS:C0277524	MEDGEN:75798	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0700007	UMLS:C0277553	MEDGEN:548250	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016210	UMLS:C0278110	MEDGEN:124456	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007593	UMLS:C0278151	MEDGEN:124458	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007560	UMLS:C0278193	MEDGEN:75817	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002797	UMLS:C0278510	MEDGEN:75829	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002620	UMLS:C0278511	MEDGEN:124467	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003842	UMLS:C0278594	MEDGEN:124480	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002676	UMLS:C0278595	MEDGEN:75840	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004248	UMLS:C0278599	MEDGEN:82949	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003869	UMLS:C0278600	MEDGEN:124481	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006804	UMLS:C0278601	MEDGEN:75841	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003585	UMLS:C0278608	MEDGEN:75842	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002754	UMLS:C0278619	MEDGEN:75843	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004816	UMLS:C0278620	MEDGEN:75844	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004545	UMLS:C0278622	MEDGEN:75845	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004249	UMLS:C0278650	MEDGEN:78854	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003932	UMLS:C0278653	MEDGEN:124487	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005036	UMLS:C0278701	MEDGEN:82961	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006517	UMLS:C0278704	MEDGEN:82962	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003077	UMLS:C0278717	MEDGEN:78874	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003078	UMLS:C0278719	MEDGEN:75861	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003750	UMLS:C0278754	MEDGEN:124505	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003198	UMLS:C0278803	MEDGEN:82984	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006186	UMLS:C0278804	MEDGEN:82985	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001852	UMLS:C0278805	MEDGEN:82986	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002592	UMLS:C0278846	MEDGEN:78892	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004147	UMLS:C0278847	MEDGEN:78893	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0045058	UMLS:C0278862	MEDGEN:82997	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003430	UMLS:C0278863	MEDGEN:82998	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006238	UMLS:C0278864	MEDGEN:82999	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024863	UMLS:C0278867	MEDGEN:75883	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024864	UMLS:C0278868	MEDGEN:124525	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006326	UMLS:C0278869	MEDGEN:75884	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003153	UMLS:C0278873	MEDGEN:124526	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002794	UMLS:C0278876	MEDGEN:78898	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020690	UMLS:C0278878	MEDGEN:124527	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005191	UMLS:C0278883	MEDGEN:83002	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004374	UMLS:C0278985	MEDGEN:83016	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005627	UMLS:C0278996	MEDGEN:78920	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018531	UMLS:C0279000	MEDGEN:78921	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003751	UMLS:C0279014	MEDGEN:75907	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0859747	UMLS:C0279065	MEDGEN:83443	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0859749	UMLS:C0279067	MEDGEN:78928	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002543	UMLS:C0279070	MEDGEN:75924	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022772	UMLS:C0279084	MEDGEN:78931	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004032	UMLS:C0279392	MEDGEN:1651770	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002129	UMLS:C0279530	MEDGEN:79002	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011996	UMLS:C0279543	MEDGEN:75993	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004521	UMLS:C0279545	MEDGEN:124631	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003856	UMLS:C0279547	MEDGEN:83522	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003692	UMLS:C0279548	MEDGEN:83523	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004973	UMLS:C0279557	MEDGEN:79006	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006270	UMLS:C0279563	MEDGEN:79007	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005051	UMLS:C0279565	MEDGEN:75994	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000871	UMLS:C0279583	MEDGEN:75996	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000872	UMLS:C0279584	MEDGEN:83526	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003539	UMLS:C0279592	MEDGEN:79009	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000814	UMLS:C0279593	MEDGEN:79010	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004301	UMLS:C0279602	MEDGEN:79012	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002627	UMLS:C0279603	MEDGEN:79013	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018055	UMLS:C0279606	MEDGEN:75999	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016216	UMLS:C0279607	MEDGEN:124633	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003322	UMLS:C0279608	MEDGEN:76000	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003320	UMLS:C0279609	MEDGEN:83528	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006432	UMLS:C0279610	MEDGEN:83529	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003318	UMLS:C0279611	MEDGEN:76001	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004233	UMLS:C0279614	MEDGEN:76002	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002630	UMLS:C0279622	MEDGEN:83532	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005580	UMLS:C0279626	MEDGEN:124635	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005028	UMLS:C0279628	MEDGEN:124636	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005037	UMLS:C0279633	MEDGEN:79017	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005017	UMLS:C0279635	MEDGEN:79019	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003199	UMLS:C0279637	MEDGEN:76006	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005007	UMLS:C0279639	MEDGEN:76007	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0850267	UMLS:C0279650	MEDGEN:79023	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006215	UMLS:C0279651	MEDGEN:76009	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002748	UMLS:C0279652	MEDGEN:83537	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006476	UMLS:C0279653	MEDGEN:76010	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004336	UMLS:C0279654	MEDGEN:124641	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006220	UMLS:C0279658	MEDGEN:83539	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002665	UMLS:C0279659	MEDGEN:124642	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006346	UMLS:C0279661	MEDGEN:83540	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006046	UMLS:C0279663	MEDGEN:83541	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002701	UMLS:C0279665	MEDGEN:76011	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004222	UMLS:C0279667	MEDGEN:76012	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020653	UMLS:C0279668	MEDGEN:124643	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006143	UMLS:C0279671	MEDGEN:124644	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005153	UMLS:C0279672	MEDGEN:79024	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006142	UMLS:C0279674	MEDGEN:79025	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005611	UMLS:C0279680	MEDGEN:76013	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002760	UMLS:C0279681	MEDGEN:124645	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002751	UMLS:C0279682	MEDGEN:76014	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003744	UMLS:C0279687	MEDGEN:76015	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004062	UMLS:C0279693	MEDGEN:76016	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004365	UMLS:C0279695	MEDGEN:1669717	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044740	UMLS:C0279697	MEDGEN:83545	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006060	UMLS:C0279698	MEDGEN:76017	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004303	UMLS:C0279700	MEDGEN:83546	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004304	UMLS:C0279701	MEDGEN:83547	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005005	UMLS:C0279702	MEDGEN:76018	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006458	UMLS:C0279705	MEDGEN:124648	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004297	UMLS:C0279706	MEDGEN:79026	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004400	UMLS:C0279707	MEDGEN:79027	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003402	UMLS:C0279708	MEDGEN:79028	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006400	UMLS:C0279738	MEDGEN:79030	MONDO:MEDGEN	MONDO:equivalentTo
