mondo_id	xref_id	source_medgen	source_mondo
MONDO:0007896	UMLS:C0023465	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019451	UMLS:C0023481	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019046	UMLS:C0023520	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005116	UMLS:C0023788	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019245	UMLS:C0023794	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007908	UMLS:C0023804	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019346	UMLS:C0023806	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008146	UMLS:C0023931	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006576	UMLS:C0024081	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012500	UMLS:C0024145	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002052	UMLS:C0024205	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002013	UMLS:C0024221	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016537	UMLS:C0024314	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007935	UMLS:C0024440	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007947	UMLS:C0024796	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006849	UMLS:C0024894	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007959	UMLS:C0025149	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005105	UMLS:C0025202	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017775	UMLS:C0025229	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001600	UMLS:C0026686	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018937	UMLS:C0026706	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002380	UMLS:C0027070	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100468	UMLS:C0027127	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044784	UMLS:C0027149	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001040	UMLS:C0027441	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005070	UMLS:C0027651	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015356	UMLS:C0027672	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006058	UMLS:C0027708	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002546	UMLS:C0027809	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005072	UMLS:C0027819	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006585	UMLS:C0027822	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003608	UMLS:C0029124	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018166	UMLS:C0029172	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018984	UMLS:C0029307	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006629	UMLS:C0029410	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016620	UMLS:C0029411	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002648	UMLS:C0030185	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005383	UMLS:C0030319	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018626	UMLS:C0030528	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019975	UMLS:C0030783	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005076	UMLS:C0031099	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005244	UMLS:C0031117	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022430	UMLS:C0031190	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000265	UMLS:C0032290	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019735	UMLS:C0032533	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021055	UMLS:C0032580	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0037939	UMLS:C0032708	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000276	UMLS:C0032858	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008310	UMLS:C0033300	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018931	UMLS:C0033788	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000497	UMLS:C0034215	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009949	UMLS:C0034341	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100077	UMLS:C0035220	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019200	UMLS:C0035334	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008384	UMLS:C0035450	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005659	UMLS:C0035459	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013127	UMLS:C0036069	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000827	UMLS:C0036117	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005100	UMLS:C0036421	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006963	UMLS:C0036503	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019350	UMLS:C0037889	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018181	UMLS:C0038165	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004842	UMLS:C0038362	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005974	UMLS:C0038463	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008501	UMLS:C0038505	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005567	UMLS:C0038587	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019037	UMLS:C0038868	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000367	UMLS:C0039254	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002049	UMLS:C0040034	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001461	UMLS:C0040252	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001628	UMLS:C0040261	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018983	UMLS:C0040381	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005990	UMLS:C0040584	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010148	UMLS:C0040587	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019168	UMLS:C0041188	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001444	UMLS:C0041234	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017350	UMLS:C0041254	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018076	UMLS:C0041296	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005768	UMLS:C0041312	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005848	UMLS:C0041321	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001085	UMLS:C0041349	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001246	UMLS:C0041471	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000330	UMLS:C0041472	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002118	UMLS:C0042075	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007886	UMLS:C0042133	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006918	UMLS:C0042167	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018105	UMLS:C0043207	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019148	UMLS:C0043208	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020502	UMLS:C0043395	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007608	UMLS:C0079218	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024304	UMLS:C0079584	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002561	UMLS:C0085078	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019355	UMLS:C0085253	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017278	UMLS:C0085409	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017376	UMLS:C0085435	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005746	UMLS:C0086227	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001142	UMLS:C0149772	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008433	UMLS:C0149925	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002897	UMLS:C0149985	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100481	UMLS:C0151332	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017773	UMLS:C0151691	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005012	UMLS:C0151779	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005453	UMLS:C0152021	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020533	UMLS:C0152063	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001429	UMLS:C0152083	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018068	UMLS:C0152095	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0700032	UMLS:C0152096	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009672	UMLS:C0152109	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004264	UMLS:C0153196	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001325	UMLS:C0153601	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044919	UMLS:C0153618	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001168	UMLS:C0154694	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001921	UMLS:C0155441	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004598	UMLS:C0155671	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016086	UMLS:C0158444	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010913	UMLS:C0162510	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002520	UMLS:C0162533	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009479	UMLS:C0175692	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017923	UMLS:C0175700	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007893	UMLS:C0175704	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016450	UMLS:C0175816	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000916	UMLS:C0178238	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002056	UMLS:C0178421	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024276	UMLS:C0205854	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006451	UMLS:C0205969	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008681	UMLS:C0206115	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006745	UMLS:C0206630	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011655	UMLS:C0206657	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000552	UMLS:C0206692	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024621	UMLS:C0206701	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020799	UMLS:C0206710	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007564	UMLS:C0206711	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006055	UMLS:C0206724	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019496	UMLS:C0206754	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007157	UMLS:C0220662	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007988	UMLS:C0220693	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008644	UMLS:C0220704	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008955	UMLS:C0220722	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009665	UMLS:C0220754	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008571	UMLS:C0220757	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002010	UMLS:C0220769	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009058	UMLS:C0220993	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020099	UMLS:C0221018	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011466	UMLS:C0221054	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008006	UMLS:C0221060	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000741	UMLS:C0221237	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000110	UMLS:C0221363	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009050	UMLS:C0221406	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001986	UMLS:C0234668	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015681	UMLS:C0236791	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002134	UMLS:C0237873	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005628	UMLS:C0238033	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011719	UMLS:C0238198	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009653	UMLS:C0238286	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008224	UMLS:C0238357	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015277	UMLS:C0238462	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009197	UMLS:C0238478	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019640	UMLS:C0238506	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001809	UMLS:C0241593	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019399	UMLS:C0242287	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018919	UMLS:C0242292	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002457	UMLS:C0242387	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020466	UMLS:C0242526	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007650	UMLS:C0242647	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008485	UMLS:C0259771	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006615	UMLS:C0262643	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018201	UMLS:C0262963	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019322	UMLS:C0263316	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015665	UMLS:C0263390	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800198	UMLS:C0263505	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019803	UMLS:C0263637	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001557	UMLS:C0263962	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019409	UMLS:C0264080	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000467	UMLS:C0264906	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010217	UMLS:C0265201	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019978	UMLS:C0265205	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010193	UMLS:C0265210	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000171	UMLS:C0265221	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008999	UMLS:C0265223	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007029	UMLS:C0265234	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008740	UMLS:C0265242	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007142	UMLS:C0265246	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009926	UMLS:C0265261	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007850	UMLS:C0265336	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000359	UMLS:C0265343	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015430	UMLS:C0265395	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019905	UMLS:C0265430	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015431	UMLS:C0265438	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020007	UMLS:C0265905	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018551	UMLS:C0266357	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002768	UMLS:C0266361	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017079	UMLS:C0266456	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016829	UMLS:C0266833	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006633	UMLS:C0267841	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0850420	UMLS:C0267941	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000608	UMLS:C0268113	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009606	UMLS:C0268193	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016091	UMLS:C0268252	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009218	UMLS:C0268255	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008751	UMLS:C0268293	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010720	UMLS:C0268301	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016002	UMLS:C0268342	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009052	UMLS:C0268351	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008147	UMLS:C0268358	MONDO:MEDGEN	MONDO:equivalentTo
