?source	?entity	?property	?xrefs
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016422>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3266027|UMLS:C1535942"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016423>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201378|UMLS:C3266026"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016431>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304672|UMLS:CN201389"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016440>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN226932|UMLS:C0334460"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016443>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0406816|UMLS:C0473584"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016445>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN226934|UMLS:C4518793"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016458>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201422|UMLS:C4304504"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016460>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4509918|UMLS:CN201425"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016461>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304526|UMLS:CN201426"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016473>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2985524|UMLS:CN201468"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016505>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN226945|UMLS:C1706762"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016525>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3713420|UMLS:CN229602"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016528>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201594|UMLS:C4274839"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016561>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201644|UMLS:C4304540"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016570>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4273669|UMLS:C0519063"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016577>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274029|UMLS:CN201730"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016587>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN221565|UMLS:CN239850|UMLS:C0349788"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016652>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201880|UMLS:C4274647"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016655>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201884|UMLS:C4304528"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016657>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201887|UMLS:C4304505"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016682>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0334593|UMLS:C0334588"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016698>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0014474|UMLS:CN201941"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016710>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1334970|UMLS:CN201957"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016727>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2985175|UMLS:CN201975"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016729>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201977|UMLS:C0474844"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016736>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201984|UMLS:C4331262"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016740>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201988|UMLS:C1332876"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016742>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1334785|UMLS:CN201989"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016747>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201994|UMLS:C0349626"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016765>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304579|UMLS:CN202023"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016796>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN230130|UMLS:CN202052"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016808>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN069134|UMLS:C3711385"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016809>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202060|UMLS:C1843852"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016829>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1835084|UMLS:CN202146|UMLS:C0266833"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016833>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202163|UMLS:C4305240"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016834>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202168|UMLS:C4518821"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016836>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304596|UMLS:CN202172"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016837>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304595|UMLS:CN202173"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016838>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304594|UMLS:CN202174"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016841>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202180|UMLS:C4304539"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016842>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202182|UMLS:C4510306"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016843>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202183|UMLS:C4518823"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016850>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202196|UMLS:C4518083"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016862>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1956125|UMLS:CN202206"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016971>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0686353|UMLS:C0270950"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016974>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202276|UMLS:C1328042"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0016985>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0022283|UMLS:CN202288"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017050>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202409|UMLS:C1883694"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017147>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202574|UMLS:C3203102"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017151>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202578|UMLS:C3697982"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017152>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3697119|UMLS:CN243982"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017157>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202580|UMLS:C3698136"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017184>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274080|UMLS:CN202625"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017185>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274081|UMLS:CN202626"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017199>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274786|UMLS:CN202651"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017219>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN236719|UMLS:CN202701"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017227>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4302243|UMLS:CN202712"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017233>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202723|UMLS:C4303482"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017264>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274085|UMLS:CN202782"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017276>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0338451|UMLS:C0520716"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017278>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4316913|UMLS:C0085409"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017288>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN240512|UMLS:CN202862|UMLS:C3839822"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017290>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN227107|UMLS:CN239338"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017292>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1266047|UMLS:C1708045|UMLS:CN202865"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017309>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202885|UMLS:CN536247"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017312>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN239459|UMLS:C0685838"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017323>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4302195|UMLS:C4329608"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017327>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202967|UMLS:C4274424"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017334>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202984|UMLS:C4518344"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017338>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202994|UMLS:C3502075|UMLS:CN234684"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017340>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1367536|UMLS:CN202999"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017376>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0035012|UMLS:C0085435|UMLS:CN203069"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017385>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN240507|UMLS:CN203114"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017394>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4512018|UMLS:CN227122"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017405>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304578|UMLS:CN203152"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017408>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4053506|UMLS:CN203158"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017418>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203168|UMLS:C4274352"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017568>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203304|UMLS:C2931761"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017576>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN776919|UMLS:C2936403"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017593>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN239582|UMLS:C3468114"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017607>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1867774|UMLS:C1838568"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017694>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3888924|UMLS:CN203590"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017762>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0012714|UMLS:CN043585"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017770>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203671|UMLS:C4302956"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017775>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0348971|UMLS:C0348970|UMLS:C0025229"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017795>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0002448|UMLS:C0563212"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017807>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3891714|UMLS:CN203773"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017810>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4302669|UMLS:CN203779"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017816>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0281479|UMLS:C0268380"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017824>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN244420|UMLS:CN239192"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017872>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274433|UMLS:CN203921"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017878>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274434|UMLS:CN203927"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017884>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1336078|UMLS:C1306837|UMLS:CN205129"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017885>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1266042|UMLS:C3887514"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017895>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN227215|UMLS:C3896673"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017896>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3501843|UMLS:CN227216"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0017905>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304413|UMLS:CN203967"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018018>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204235|UMLS:C0342623"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018023>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204238|UMLS:C3665425"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018065>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN239481|UMLS:CN236409"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018068>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204386|UMLS:C0152095"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018076>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0041296|UMLS:C0151332"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018081>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204401|UMLS:C2930957"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018087>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0019104|UMLS:CN204409"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018101>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204443|UMLS:C4510731"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018105>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN184630|UMLS:C0043207"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018130>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4303546|UMLS:CN204508"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018133>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304022|UMLS:CN204519"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018151>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN229570|UMLS:C1843920"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018166>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0029171|UMLS:C0029172"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018172>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204631|UMLS:C1334609"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018177>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN227279|UMLS:C1621958|UMLS:C0017636"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018181>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0678185|UMLS:C0038165"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018201>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0262963|UMLS:CN204711"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018227>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204757|UMLS:C0343206"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018256>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4511003|UMLS:CN204831"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018263>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0432370|UMLS:CN204839"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018268>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4305375|UMLS:CN204847"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018270>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204849|UMLS:C0279980"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018271>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0684337|UMLS:C3489398"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018274>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1836824|UMLS:CN204860"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018301>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0600040|UMLS:C1720830|UMLS:CN204884|UMLS:C0282488"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018308>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0334091|UMLS:C1333971"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018309>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0019569|UMLS:C3661523"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018310>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0432550|UMLS:C0019621|UMLS:C0432548|UMLS:C0432547|UMLS:C0432549|UMLS:C0432552|UMLS:C0432551|UMLS:C0432554|UMLS:C0432553"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018319>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204967|UMLS:CN228162"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018321>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204972|UMLS:C4510873"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018334>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0744898|UMLS:CN205022"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018342>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN225944|UMLS:C4518774"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018368>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205035|UMLS:C1368918"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018369>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205036|UMLS:C0346182"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018408>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0153290|UMLS:C0153291"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018458>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0342637|UMLS:C1809471"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018471>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN237455|UMLS:C0345985"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018473>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1862561|UMLS:C0020479"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018479>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0001627|UMLS:C0701163"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018481>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2188058|UMLS:CN237469"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018485>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3888925|UMLS:C0342753"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018504>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1336858|UMLS:CN237509"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018509>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN237514|UMLS:C1710111"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018510>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1336005|UMLS:CN237515"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018513>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1333100|UMLS:CN237518"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018521>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2675993|UMLS:CN237524"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018540>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4082167|UMLS:CN205072"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018541>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4275180|UMLS:CN205074"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018592>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN242143|UMLS:C0343190"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018602>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN237632|UMLS:C2732890"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018604>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN237636|UMLS:C3896578"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018607>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1862062|UMLS:CN237641"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018608>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205091|UMLS:C2931939|UMLS:C0393911"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018615>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2349425|UMLS:CN237652"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018626>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0030528|UMLS:C0343375|UMLS:C0343376|UMLS:C0343377"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018648>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1708604|UMLS:CN237705"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018661>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0276289|UMLS:CN237724"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018695>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0016627|UMLS:CN237762"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018698>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN847586|UMLS:CN237770"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018712>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN242120|UMLS:C1304513"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018713>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN242097|UMLS:C1304512"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018734>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN242156|UMLS:C0334540"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0018737>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3662487|UMLS:CN242096"
