icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q18.8	Other specified congenital malformations of face and neck	RESIDUAL	MONDO:0015417	Tessier number 6 facial cleft	provenance-only:orphanet	14	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141265""}"
ICD10CM:Q18.8	Other specified congenital malformations of face and neck	RESIDUAL	MONDO:0015419	midline cervical cleft	provenance-only:orphanet	14	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141288""}"
ICD10CM:Q18.8	Other specified congenital malformations of face and neck	RESIDUAL	MONDO:0015477	pinnae fistula or cyst	provenance-only:orphanet	14	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:155838""}"
ICD10CM:Q20-Q28	Congenital malformations of the circulatory system (Q20-Q28)	BLOCK	MONDO:0024239	congenital anomaly of cardiovascular system	provenance-only:other	1	no	KEEP-as-broadMatch	ICD code is BLOCK; cannot be an exact equivalent	"{source=""https://github.com/monarch-initiative/mondo/issues/4536"", source=""https://orcid.org/0000-0001-5208-3432"", source=""https://orcid.org/0000-0002-4142-7153""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0000153	transposition of the great arteries	orphanet-btnt	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:216675/btnt"", source=""Orphanet:216675""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0013463	congenital heart defects, multiple types, 6	provenance-only:doid	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""DOID:0060772""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0016302	isolated congenitally uncorrected transposition of the great arteries	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:216718""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0016303	congenitally uncorrected transposition of the great arteries with cardiac malformation	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:216729""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0019443	dextro-looped transposition of the great arteries	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""DOID:0060770"", source=""Orphanet:860/inclusion"", source=""Orphanet:860""}"
ICD10CM:Q20.3	Discordant ventriculoarterial connection	DISEASE	MONDO:0020385	congenitally uncorrected transposition of the great arteries with coarctation	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99042""}"
ICD10CM:Q20.4	Double inlet ventricle	DISEASE	MONDO:0015451	univentricular heart	orphanet-exact	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1464"", source=""Orphanet:1464/e""}"
ICD10CM:Q20.4	Double inlet ventricle	DISEASE	MONDO:0020409	univentricular heart with single atrio-ventricular valve	provenance-only:orphanet	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99069""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0015666	familial idiopathic dilatation of the right atrium	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1677""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0018082	aorto-ventricular tunnel	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3400""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0020410	aorto-right ventricular tunnel	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99070""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0020411	aorto-left ventricular tunnel	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99071""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0020431	juxtaposition of the atrial appendages	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99100""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0020432	ectasia of the right atrial appendage	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99101""}"
ICD10CM:Q20.8	Other congenital malformations of cardiac chambers and connections	RESIDUAL	MONDO:0020433	ectasia of the left appendage	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99102""}"
ICD10CM:Q21	Congenital malformations of cardiac septa	CONTAINER	MONDO:0002078	heart septal defect	provenance-only:doid	1	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""DOID:1681""}"
ICD10CM:Q21.9	Congenital malformation of cardiac septum, unspecified	RESIDUAL	MONDO:0002078	heart septal defect	provenance-only:doid	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:1681""}"
ICD10CM:Q22.2	Congenital pulmonary valve insufficiency	DISEASE	MONDO:0015103	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:101206""}"
ICD10CM:Q22.2	Congenital pulmonary valve insufficiency	DISEASE	MONDO:0020064	pulmonary valve agenesis	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:982""}"
ICD10CM:Q22.2	Congenital pulmonary valve insufficiency	DISEASE	MONDO:0020389	pulmonary valve agenesis-ventricular septal defect-persistent ductus arteriosus syndrome	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99048""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0007001	tricuspid valve prolapse	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95458""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0019814	straddling or overriding tricuspid valve	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95461""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0019815	accessory tricuspid valve tissue	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95462""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0020289	congenital tricuspid malformation	orphanet-btnt	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:98721"", source=""Orphanet:98721/btnt""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0020396	anomaly of the tricuspid valve chordae	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99055""}"
ICD10CM:Q22.8	Other congenital malformations of tricuspid valve	RESIDUAL	MONDO:0020397	parachute tricuspid valve	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99056""}"
ICD10CM:Q22.9	Congenital malformation of tricuspid valve, unspecified	RESIDUAL	MONDO:0020289	congenital tricuspid malformation	orphanet-btnt	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:98721"", source=""Orphanet:98721/btnt""}"
ICD10CM:Q23.0	Congenital stenosis of aortic valve	DISEASE	MONDO:0015097	aortic valve dysplasia	provenance-only:orphanet	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:101043""}"
ICD10CM:Q23.0	Congenital stenosis of aortic valve	DISEASE	MONDO:0017735	congenital aortic valve stenosis	orphanet-exact	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:3093"", source=""Orphanet:3093/e""}"
ICD10CM:Q23.0	Congenital stenosis of aortic valve	DISEASE	MONDO:0019808	aortic valve atresia	provenance-only:orphanet	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:95448""}"
ICD10CM:Q23.0	Congenital stenosis of aortic valve	DISEASE	MONDO:0042981	aortic valve stenosis	provenance-only:doid	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""DOID:1712""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0010574	syndromic X-linked intellectual disability 5	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1568""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0015109	congenital anomaly of the mitral subvalvular apparatus	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:101932""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0019819	double-orifice mitral valve	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95474""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0020402	congenital accessory mitral valve tissue	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99061""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0020404	shone complex	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99063""}"
ICD10CM:Q23.8	Other congenital malformations of aortic and mitral valves	RESIDUAL	MONDO:0020405	straddling and/or overriding mitral valve	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99064""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0015203	coronary artery congenital malformation	orphanet-exact	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1081/e"", source=""Orphanet:1081""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0016081	coronary arterial fistulas	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:2041""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0019825	congenital coronary artery aneurysm	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:95491""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020421	coronary artery intramyocardial course	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99085""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020422	aortopulmonary coronary arterial course	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99086""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020423	stenosis or atrophy of the coronary ostium	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99087""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020424	intramural coronary arterial course	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99088""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020425	abnormal number of coronary ostia	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99089""}"
ICD10CM:Q24.5	Malformation of coronary vessels	DISEASE	MONDO:0020426	malposition of the coronary ostium	provenance-only:orphanet	9	no	KEEP-as-broadMatch	9 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99090""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0007152	arrhythmogenic right ventricular dysplasia 1	provenance-only:doid	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110070""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0010753	cardiac valvular dysplasia, X-linked	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1864""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0015449	criss-cross heart	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1461""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0015677	cardiac diverticulum	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1686""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0016515	Kallmann syndrome-heart disease syndrome	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2326""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0017300	congenital pericardium anomaly	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2846""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0018084	Uhl anomaly	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3403""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0018499	double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:423712""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0018664	ectopia cordis	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:448270""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0019807	mesocardia	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95443""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0020454	congenital complete agenesis of pericardium	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99129""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0020455	congenital partial agenesis of pericardium	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99130""}"
ICD10CM:Q24.8	Other specified congenital malformations of heart	RESIDUAL	MONDO:0020456	pleuro-pericardial cyst	provenance-only:orphanet	13	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99131""}"
ICD10CM:Q24.9	Congenital malformation of heart, unspecified	RESIDUAL	MONDO:0005453	congenital heart disease	provenance-only:doid	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:1682""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0009010	aortic arch interruption	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2299""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0015197	aneurysm of sinus of Valsalva	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1054""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0015236	aortic arch defects	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1132""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0017991	Takayasu arteritis	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99079""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0019821	aneurysm or dilatation of ascending aorta	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95484""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020413	encircling double aortic arch	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99075""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020414	persistent fifth aortic arch	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99076""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020415	Kommerell diverticulum	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99077""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020416	Neuhauser anomaly	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99078""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020417	right aortic arch	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99081""}"
ICD10CM:Q25.4	Other congenital malformations of aorta	RESIDUAL	MONDO:0020418	dysphagia lusoria	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99082""}"
ICD10CM:Q25.6	Stenosis of pulmonary artery	DISEASE	MONDO:0017870	supravalvular pulmonary stenosis	orphanet-exact	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:3192"", source=""Orphanet:3192/e""}"
ICD10CM:Q25.6	Stenosis of pulmonary artery	DISEASE	MONDO:0020420	pulmonary branch stenosis	orphanet-exact	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99084"", source=""Orphanet:99084/e""}"
ICD10CM:Q25.7	Other congenital malformations of pulmonary artery	RESIDUAL	MONDO:0015239	abnormal origin of the pulmonary artery	provenance-only:orphanet	5	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1138""}"
ICD10CM:Q25.7	Other congenital malformations of pulmonary artery	RESIDUAL	MONDO:0020007	absence of the pulmonary artery	provenance-only:orphanet	5	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:980""}"
ICD10CM:Q25.7	Other congenital malformations of pulmonary artery	RESIDUAL	MONDO:0020390	pulmonary artery coming from patent ductus arteriosus	provenance-only:orphanet	5	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99049""}"
ICD10CM:Q25.7	Other congenital malformations of pulmonary artery	RESIDUAL	MONDO:0020391	pulmonary artery coming from the aorta	provenance-only:orphanet	5	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99050""}"
ICD10CM:Q25.7	Other congenital malformations of pulmonary artery	RESIDUAL	MONDO:0020419	pulmonary artery hypoplasia	provenance-only:orphanet	5	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99083""}"
ICD10CM:Q25.8	Other congenital malformations of other great arteries	RESIDUAL	MONDO:0019823	premature closure of the arterial duct	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95486""}"
ICD10CM:Q25.8	Other congenital malformations of other great arteries	RESIDUAL	MONDO:0020412	congenital patent ductus arteriosus aneurysm	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99072""}"
ICD10CM:Q26.4	Anomalous pulmonary venous connection, unspecified	RESIDUAL	MONDO:0017705	congenital pulmonary venous return anomaly	orphanet-btnt	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3090"", source=""Orphanet:3090/btnt""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0007130	congenital total pulmonary venous return anomaly	provenance-only:doid	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:4297""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0015987	scimitar syndrome	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:185""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0019836	congenital anomaly of hepatic vein	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95507""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020441	right superior vena cava connecting to left-sided atrium	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99110""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020443	absence of innominate vein	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99112""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020444	subaortic course of innominate vein	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99113""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020445	agenesis of the superior vena cava	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99114""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020448	right inferior vena cava connecting to left-sided atrium	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99119""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020449	persistent eustachian valve	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99120""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020450	azygos continuation of the inferior vena cava	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99121""}"
ICD10CM:Q26.8	Other congenital malformations of great veins	RESIDUAL	MONDO:0020452	inferior vena cava interruption	provenance-only:orphanet	11	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99123""}"
ICD10CM:Q26.9	Congenital malformation of great vein, unspecified	RESIDUAL	MONDO:0019829	congenital anomaly of superior vena cava	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95498""}"
ICD10CM:Q26.9	Congenital malformation of great vein, unspecified	RESIDUAL	MONDO:0019830	congenital anomaly of the inferior vena cava	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:95499""}"
ICD10CM:Q27.8	Other specified congenital malformations of peripheral vascular system	RESIDUAL	MONDO:0007203	blue rubber bleb nevus	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1059""}"
ICD10CM:Q27.8	Other specified congenital malformations of peripheral vascular system	RESIDUAL	MONDO:0007672	glomuvenous malformation	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:83454""}"
ICD10CM:Q27.8	Other specified congenital malformations of peripheral vascular system	RESIDUAL	MONDO:0010842	multiple cutaneous and mucosal venous malformations	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2451""}"
ICD10CM:Q28.1	Other malformations of precerebral vessels	RESIDUAL	MONDO:0020048	internal carotid agenesis	provenance-only:orphanet	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:981""}"
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0007154	arteriovenous malformations of the brain	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:46724"", source=""DOID:0060688""}"
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0015196	vein of Galen aneurysm	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1053""}"
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0015405	cerebrofacial arteriovenous metameric syndrome	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:141189""}"
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0015406	cerebrofacial arteriovenous metameric syndrome type 1	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:141194""}"
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0015407	cerebrofacial arteriovenous metameric syndrome type 3	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:141199""}"
