icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008287	Greig cephalopolysyndactyly syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:380""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008421	flat face-microstomia-ear anomaly syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1968""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008445	delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:3038""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008465	Patterson-Stevenson-Fontaine syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2439""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008675	Freeman-Sheldon syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""DOID:0111604"", source=""Orphanet:2053""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008693	ablepharon macrostomia syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:920""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008709	acrocephalopolydactyly	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:221054""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008711	Goodman syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:65798""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008712	acrocraniofacial dysostosis	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:949""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008803	Antley-Bixler syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:83""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008853	Barber-Say syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1231""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0008992	Juberg-Hayward syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2319""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009034	craniofacial dyssynostosis	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1516""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009046	Fraser syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""DOID:0090001"", source=""Orphanet:2052""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009228	gingival fibromatosis-facial dysmorphism syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2025""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009318	Hallermann-Streiff syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2108"", source=""Orphanet:2108/index""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009404	hypertelorism, microtia, facial clefting syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2213""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009485	oculocerebrofacial syndrome, Kaufman type	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2707""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009547	macrosomia-microphthalmia-cleft palate syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2432""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009564	Marden-Walker syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2461""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009642	orofaciodigital syndrome type II	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2751""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009720	Keipert syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2662""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009793	orofaciodigital syndrome III	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2752""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009794	orofaciodigital syndrome IV	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2753""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009795	orofaciodigital syndrome IX	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:141007""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009869	isolated Pierre-Robin syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:718/inclusion"", source=""Orphanet:718""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0009920	Acrootoocular syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2980""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010010	Schinzel-Giedion syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:798""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010154	trigonocephaly-bifid nose-acral anomalies syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:3368""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010203	intellectual disability, Wolff type	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:3080""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010237	X-linked intellectual disability-plagiocephaly syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2898""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010336	orofaciodigital syndrome VIII	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2755""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:431140""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010545	Nance-Horan syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:627"", source=""DOID:0060599""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010561	Coffin-Lowry syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:192""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010571	otopalatodigital syndrome type 2	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:90652""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010702	orofaciodigital syndrome I	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2750"", source=""DOID:0060316""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010704	otopalatodigital syndrome type 1	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:90650""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010749	trigonocephaly-short stature-developmental delay syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:3369""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010822	Warburg micro syndrome 1	provenance-only:doid	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""DOID:0110716""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010835	pterygium colli-intellectual disability-digital anomalies syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2988""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010925	velo-facial-skeletal syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:3424""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0010959	van den Ende-Gupta syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2460""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011065	Hunter-McAlpine craniosynostosis	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:97340""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011082	oculoauriculofrontonasal syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:398156""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011090	isolated hereditary congenital facial paralysis	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:306527""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011106	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:412022""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011134	Curry-Jones syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1553""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011253	craniomicromelic syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1524""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011255	mandibulofacial dysostosis-macroblepharon-macrostomia syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:357158""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011262	camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1323""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011274	Muenke syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""DOID:0060703"", source=""Orphanet:53271""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011323	arhinia, choanal atresia, and microphthalmia	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1135""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0011575	cerebrooculonasal syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:66625""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012035	craniosynostosis-intracranial calcifications syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:52054""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012095	intellectual disability-brachydactyly-Pierre Robin syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:364577""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012209	branchiogenic deafness syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:50815""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012307	familial scaphocephaly syndrome, McGillivray type	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:168624""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012508	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:83617""}"
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	CONTAINER	MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	provenance-only:orphanet	128	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:79113""}"
