?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/MONDO_0021466>	<http://purl.obolibrary.org/obo/MONDO_0002278>	
<http://purl.obolibrary.org/obo/MONDO_0021504>	<http://purl.obolibrary.org/obo/MONDO_0006734>	
<http://purl.obolibrary.org/obo/MONDO_0021536>	<http://purl.obolibrary.org/obo/MONDO_0006250>	
<http://purl.obolibrary.org/obo/MONDO_0021544>	<http://purl.obolibrary.org/obo/MONDO_0003473>	
<http://purl.obolibrary.org/obo/MONDO_0021556>	<http://purl.obolibrary.org/obo/MONDO_0005871>	
<http://purl.obolibrary.org/obo/MONDO_0021628>	"MONDO:0001854"	
<http://purl.obolibrary.org/obo/MONDO_0021665>		"MONDO:0009958"
<http://purl.obolibrary.org/obo/MONDO_0021684>	"MONDO:0024619"	
<http://purl.obolibrary.org/obo/MONDO_0022145>	"MONDO:0008816"	
<http://purl.obolibrary.org/obo/MONDO_0022266>	<http://purl.obolibrary.org/obo/MONDO_0022263>	
<http://purl.obolibrary.org/obo/MONDO_0022267>	<http://purl.obolibrary.org/obo/MONDO_0017381>	
<http://purl.obolibrary.org/obo/MONDO_0022326>	<http://purl.obolibrary.org/obo/MONDO_0008861>	
<http://purl.obolibrary.org/obo/MONDO_0022412>		
<http://purl.obolibrary.org/obo/MONDO_0022434>	"MONDO:0011052"	
<http://purl.obolibrary.org/obo/MONDO_0022448>		
<http://purl.obolibrary.org/obo/MONDO_0022482>	"MONDO_0008810"	
<http://purl.obolibrary.org/obo/MONDO_0022728>	<http://purl.obolibrary.org/obo/MONDO_0007321>	
<http://purl.obolibrary.org/obo/MONDO_0022808>	<http://purl.obolibrary.org/obo/MONDO_0022236>	
<http://purl.obolibrary.org/obo/MONDO_0022850>	"MONDO:0009114"	
<http://purl.obolibrary.org/obo/MONDO_0022856>	<http://purl.obolibrary.org/obo/MONDO_0001217>	
<http://purl.obolibrary.org/obo/MONDO_0022885>	<http://purl.obolibrary.org/obo/MONDO_0000486>	
<http://purl.obolibrary.org/obo/MONDO_0022921>	"Orphanet:98464"	
<http://purl.obolibrary.org/obo/MONDO_0022940>	"MONDO:0022939"	
<http://purl.obolibrary.org/obo/MONDO_0023008>	"MONDO:0023007"	
<http://purl.obolibrary.org/obo/MONDO_0023033>	<http://purl.obolibrary.org/obo/MONDO_0007492>	
<http://purl.obolibrary.org/obo/MONDO_0023156>		"HP:0002990"
<http://purl.obolibrary.org/obo/MONDO_0023211>	<http://purl.obolibrary.org/obo/MONDO_0009260>	
<http://purl.obolibrary.org/obo/MONDO_0023217>	"MONDO:0015078"	
<http://purl.obolibrary.org/obo/MONDO_0023303>	"MONDO:0008809"	
<http://purl.obolibrary.org/obo/MONDO_0023539>	<http://purl.obolibrary.org/obo/MONDO_0023540>	
<http://purl.obolibrary.org/obo/MONDO_0023807>		
<http://purl.obolibrary.org/obo/MONDO_0024248>		
<http://purl.obolibrary.org/obo/MONDO_0024253>	<http://purl.obolibrary.org/obo/MONDO_0014832>	
<http://purl.obolibrary.org/obo/MONDO_0024254>	"MONDO:0008657"	
<http://purl.obolibrary.org/obo/MONDO_0024269>	<http://purl.obolibrary.org/obo/MONDO_0018623>	
<http://purl.obolibrary.org/obo/MONDO_0024289>	"MONDO:0017755"	
<http://purl.obolibrary.org/obo/MONDO_0024384>	<http://purl.obolibrary.org/obo/MONDO_0005651>	
<http://purl.obolibrary.org/obo/MONDO_0024385>	"MONDO:0005650"	
<http://purl.obolibrary.org/obo/MONDO_0024390>	"MONDO:0006921"	
<http://purl.obolibrary.org/obo/MONDO_0024404>	"MONDO:0002000"	
<http://purl.obolibrary.org/obo/MONDO_0024460>	"MONDO:0005794"	
<http://purl.obolibrary.org/obo/MONDO_0024581>	<http://purl.obolibrary.org/obo/MONDO_0024664>	
<http://purl.obolibrary.org/obo/MONDO_0024657>		"MONDO:0002556"
<http://purl.obolibrary.org/obo/MONDO_0024812>	<http://purl.obolibrary.org/obo/MONDO_0002399>	
<http://purl.obolibrary.org/obo/MONDO_0024996>	"MONDO:0011558"	
<http://purl.obolibrary.org/obo/MONDO_0025169>	<http://purl.obolibrary.org/obo/MONDO_0018686>	
<http://purl.obolibrary.org/obo/MONDO_0025190>	<http://purl.obolibrary.org/obo/MONDO_0005730>	
<http://purl.obolibrary.org/obo/MONDO_0027416>	"MONDO:0011143"	
<http://purl.obolibrary.org/obo/MONDO_0029042>	"HP:0000074"	
<http://purl.obolibrary.org/obo/MONDO_0040797>		
<http://purl.obolibrary.org/obo/MONDO_0042492>	<http://purl.obolibrary.org/obo/MONDO_0005780>	
<http://purl.obolibrary.org/obo/MONDO_0042978>	<http://purl.obolibrary.org/obo/MONDO_0016961>	
<http://purl.obolibrary.org/obo/MONDO_0043881>		
<http://purl.obolibrary.org/obo/MONDO_0044214>		
<http://purl.obolibrary.org/obo/MONDO_0044215>		
<http://purl.obolibrary.org/obo/MONDO_0044216>		
<http://purl.obolibrary.org/obo/MONDO_0044217>		
<http://purl.obolibrary.org/obo/MONDO_0044218>		
<http://purl.obolibrary.org/obo/MONDO_0044219>		
<http://purl.obolibrary.org/obo/MONDO_0044220>		
<http://purl.obolibrary.org/obo/MONDO_0044221>		
<http://purl.obolibrary.org/obo/MONDO_0044222>		
<http://purl.obolibrary.org/obo/MONDO_0044223>		
<http://purl.obolibrary.org/obo/MONDO_0044224>		
<http://purl.obolibrary.org/obo/MONDO_0044225>		
<http://purl.obolibrary.org/obo/MONDO_0044226>		
<http://purl.obolibrary.org/obo/MONDO_0044227>		
<http://purl.obolibrary.org/obo/MONDO_0044228>		
<http://purl.obolibrary.org/obo/MONDO_0044229>		
<http://purl.obolibrary.org/obo/MONDO_0044230>		
<http://purl.obolibrary.org/obo/MONDO_0044231>		
<http://purl.obolibrary.org/obo/MONDO_0044232>		
<http://purl.obolibrary.org/obo/MONDO_0044233>		
<http://purl.obolibrary.org/obo/MONDO_0044234>		
<http://purl.obolibrary.org/obo/MONDO_0044235>		
<http://purl.obolibrary.org/obo/MONDO_0044236>		
<http://purl.obolibrary.org/obo/MONDO_0044237>		
<http://purl.obolibrary.org/obo/MONDO_0044238>		
<http://purl.obolibrary.org/obo/MONDO_0044239>		
<http://purl.obolibrary.org/obo/MONDO_0044240>		
<http://purl.obolibrary.org/obo/MONDO_0044241>		
<http://purl.obolibrary.org/obo/MONDO_0044242>		
<http://purl.obolibrary.org/obo/MONDO_0044243>		
<http://purl.obolibrary.org/obo/MONDO_0044244>		
<http://purl.obolibrary.org/obo/MONDO_0044245>		
<http://purl.obolibrary.org/obo/MONDO_0044246>		
<http://purl.obolibrary.org/obo/MONDO_0044247>		
<http://purl.obolibrary.org/obo/MONDO_0044248>		
<http://purl.obolibrary.org/obo/MONDO_0044249>		
<http://purl.obolibrary.org/obo/MONDO_0044250>		
<http://purl.obolibrary.org/obo/MONDO_0044251>		
<http://purl.obolibrary.org/obo/MONDO_0044252>		
<http://purl.obolibrary.org/obo/MONDO_0044253>		
<http://purl.obolibrary.org/obo/MONDO_0044254>		
<http://purl.obolibrary.org/obo/MONDO_0044255>		
<http://purl.obolibrary.org/obo/MONDO_0044256>		
<http://purl.obolibrary.org/obo/MONDO_0044257>		
<http://purl.obolibrary.org/obo/MONDO_0044258>		
<http://purl.obolibrary.org/obo/MONDO_0044259>		
<http://purl.obolibrary.org/obo/MONDO_0044260>		
<http://purl.obolibrary.org/obo/MONDO_0044261>		
<http://purl.obolibrary.org/obo/MONDO_0044262>		
<http://purl.obolibrary.org/obo/MONDO_0044263>		
<http://purl.obolibrary.org/obo/MONDO_0044264>		
<http://purl.obolibrary.org/obo/MONDO_0044265>		
<http://purl.obolibrary.org/obo/MONDO_0044266>		
<http://purl.obolibrary.org/obo/MONDO_0044267>		
<http://purl.obolibrary.org/obo/MONDO_0044268>		
<http://purl.obolibrary.org/obo/MONDO_0044269>		
<http://purl.obolibrary.org/obo/MONDO_0044270>		
<http://purl.obolibrary.org/obo/MONDO_0044271>		
<http://purl.obolibrary.org/obo/MONDO_0044272>		
<http://purl.obolibrary.org/obo/MONDO_0044273>		
<http://purl.obolibrary.org/obo/MONDO_0044274>		
<http://purl.obolibrary.org/obo/MONDO_0044275>		
<http://purl.obolibrary.org/obo/MONDO_0044276>		
<http://purl.obolibrary.org/obo/MONDO_0044277>		
<http://purl.obolibrary.org/obo/MONDO_0044278>		
<http://purl.obolibrary.org/obo/MONDO_0044279>		
<http://purl.obolibrary.org/obo/MONDO_0044280>		
<http://purl.obolibrary.org/obo/MONDO_0044281>		
<http://purl.obolibrary.org/obo/MONDO_0044282>		
<http://purl.obolibrary.org/obo/MONDO_0044283>		
<http://purl.obolibrary.org/obo/MONDO_0044284>		
<http://purl.obolibrary.org/obo/MONDO_0044766>		
<http://purl.obolibrary.org/obo/MONDO_0044790>	"MONDO:0044792"	
<http://purl.obolibrary.org/obo/MONDO_0045027>	<http://purl.obolibrary.org/obo/MONDO_0002051>	
<http://purl.obolibrary.org/obo/MONDO_0045029>		"MONDO:0002041"
<http://purl.obolibrary.org/obo/MONDO_0054749>		
