# curie_map:
#   BFO: http://purl.obolibrary.org/obo/BFO_
#   CSP: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/CSP/
#   DECIPHER: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/DECIPHER/
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   GARD: https://rarediseases.info.nih.gov/diseases/
#   GTR: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/GTR/
#   HGNC: http://identifiers.org/hgnc/
#   HP: http://purl.obolibrary.org/obo/HP_
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   ICD10WHO: https://icd.who.int/browse10/2019/en#/
#   ICD9: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/ICD9/
#   ICD9CM: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/ICD9CM/
#   ICDO: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/ICDO/
#   IDO: http://purl.obolibrary.org/obo/IDO_
#   MEDGEN: http://identifiers.org/medgen/
#   MFOMD: http://purl.obolibrary.org/obo/MFOMD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MPATH: http://purl.obolibrary.org/obo/MPATH_
#   MTH: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/MTH/
#   MedDRA: http://identifiers.org/meddra/
#   NANDO: 'https://identifiers.org/NANDO:'
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   NDFRT: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/NDFRT/
#   NORD: 'https://bioregistry.io/nord:'
#   OBI: http://purl.obolibrary.org/obo/OBI_
#   OGMS: http://purl.obolibrary.org/obo/OGMS_
#   OMIA: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/OMIA/
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://omim.org/phenotypicSeries/PS
#   OMO: http://purl.obolibrary.org/obo/OMO_
#   ONCOTREE: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/ONCOTREE/
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   PMID: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/PMID/
#   RO: http://purl.obolibrary.org/obo/RO_
#   SCDO: http://purl.obolibrary.org/obo/SCDO_
#   SCTID: http://snomed.info/id/
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   Wikipedia: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/Wikipedia/
#   birnlex: http://uri.neuinfo.org/nif/nifstd/birnlex_
#   icd11.foundation: http://id.who.int/icd/entity/
#   mesh: http://identifiers.org/mesh/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000032	febrile seizures, familial	skos:exactMatch	OMIMPS:121210	Seizures, familial febrile	semapv:UnspecifiedMatching
MONDO:0000044	hereditary hypophosphatemic rickets	skos:exactMatch	OMIMPS:193100	Hypophosphatemic rickets	semapv:UnspecifiedMatching
MONDO:0000044	hereditary hypophosphatemic rickets	skos:exactMatch	Orphanet:437	Hypophosphatemic rickets	semapv:UnspecifiedMatching
MONDO:0000044	hereditary hypophosphatemic rickets	skos:exactMatch	icd11.foundation:1010293846	Hypophosphataemic rickets	semapv:UnspecifiedMatching
MONDO:0000045	hypothyroidism, congenital, nongoitrous	skos:exactMatch	OMIMPS:275200	Hypothyroidism, congenital, nongoitrous	semapv:UnspecifiedMatching
MONDO:0000049	obsolete invasive pneumococcal disease, recurrent isolated	skos:exactMatch	OMIMPS:610799		semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	DOID:0060870	isolated growth hormone deficiency	semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	MEDGEN:1843308		semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	OMIMPS:262400	Isolated growth hormone deficiency	semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	Orphanet:631	Non-acquired isolated growth hormone deficiency	semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	SCTID:2109003		semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	UMLS:C5679572		semapv:UnspecifiedMatching
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	icd11.foundation:936501166	Nonacquired isolated growth hormone deficiency	semapv:UnspecifiedMatching
MONDO:0000062	isolated microphthalmia	skos:exactMatch	DOID:0080637	isolated microphthalmia	semapv:UnspecifiedMatching
MONDO:0000062	isolated microphthalmia	skos:exactMatch	OMIMPS:251600	Microphthalmia, isolated	semapv:UnspecifiedMatching
MONDO:0000065	microvascular complications of diabetes, susceptibility	skos:exactMatch	OMIMPS:603933	Microvascular complications of diabetes	semapv:UnspecifiedMatching
MONDO:0000066	mitochondrial respiratory chain complex deficiency	skos:exactMatch	MEDGEN:1843270		semapv:UnspecifiedMatching
MONDO:0000066	mitochondrial respiratory chain complex deficiency	skos:exactMatch	Orphanet:254846	Isolated oxidative phosphorylation complex disorder	semapv:UnspecifiedMatching
MONDO:0000066	mitochondrial respiratory chain complex deficiency	skos:exactMatch	UMLS:C5679632		semapv:UnspecifiedMatching
MONDO:0000070	Mycobacterium tuberculosis, susceptibility	skos:exactMatch	OMIM:607948	mycobacterium tuberculosis, susceptibility to	semapv:UnspecifiedMatching
MONDO:0000070	Mycobacterium tuberculosis, susceptibility	skos:exactMatch	mesh:C536092		semapv:UnspecifiedMatching
MONDO:0000078	acrocephalopolysyndactyly	skos:exactMatch	MEDGEN:673840		semapv:UnspecifiedMatching
MONDO:0000078	acrocephalopolysyndactyly	skos:exactMatch	SCTID:205260006		semapv:UnspecifiedMatching
MONDO:0000078	acrocephalopolysyndactyly	skos:exactMatch	UMLS:C0687154		semapv:UnspecifiedMatching
MONDO:0000079	nephrolithiasis/osteoporosis, hypophosphatemic	skos:exactMatch	DOID:0080655	hypophosphatemic nephrolithiasis/osteoporosis	semapv:UnspecifiedMatching
MONDO:0000079	nephrolithiasis/osteoporosis, hypophosphatemic	skos:exactMatch	OMIMPS:612286	Nephrolithiasis/osteoporosis, hypophosphatemic	semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	EFO:0004710		semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	MEDGEN:209090		semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	SCTID:237113009		semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	UMLS:C0877015		semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	icd11.foundation:148580117	Pelvic organ prolapse	semapv:UnspecifiedMatching
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	mesh:D056887		semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	DOID:0080918	polymicrogyria	semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	MEDGEN:78605		semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	NCIT:C116936	Polymicrogyria	semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	Orphanet:35981	Polymicrogyria	semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	SCTID:4945003		semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	UMLS:C0266464		semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	icd11.foundation:2081858551	Polymicrogyria	semapv:UnspecifiedMatching
MONDO:0000087	polymicrogyria	skos:exactMatch	mesh:D065706		semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	ICD10CM:E30.1	Precocious puberty	semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	MEDGEN:18752		semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	NCIT:C79704	Precocious Puberty	semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	Orphanet:95708	Rare precocious puberty	semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	SCTID:400179000		semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	UMLS:C0034013		semapv:UnspecifiedMatching
MONDO:0000088	precocious puberty	skos:exactMatch	mesh:D011629		semapv:UnspecifiedMatching
MONDO:0000090	progressive external ophthalmoplegia with mitochondrial DNA deletions	skos:exactMatch	OMIMPS:157640	Progressive external ophthalmoplegia with mtDNA deletions	semapv:UnspecifiedMatching
MONDO:0000104	anemia, hypochromic microcytic with iron overload	skos:exactMatch	MEDGEN:388759		semapv:UnspecifiedMatching
MONDO:0000104	anemia, hypochromic microcytic with iron overload	skos:exactMatch	OMIMPS:206100	Anemia, hypochromic microcytic, with iron overload	semapv:UnspecifiedMatching
MONDO:0000104	anemia, hypochromic microcytic with iron overload	skos:exactMatch	UMLS:C2673913		semapv:UnspecifiedMatching
MONDO:0000104	anemia, hypochromic microcytic with iron overload	skos:exactMatch	mesh:C567144		semapv:UnspecifiedMatching
MONDO:0000105	anemia, nonspherocytic hemolytic	skos:exactMatch	MEDGEN:871250		semapv:UnspecifiedMatching
MONDO:0000105	anemia, nonspherocytic hemolytic	skos:exactMatch	UMLS:C4025735		semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	MEDGEN:355953		semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	OMIMPS:602483	Auriculocondylar syndrome	semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	Orphanet:137888	Auriculocondylar syndrome	semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	SCTID:702443003		semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	UMLS:C1865295		semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	icd11.foundation:1545895796	Auriculo-condylar syndrome	semapv:UnspecifiedMatching
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	mesh:C538270		semapv:UnspecifiedMatching
MONDO:0000108	bacteremia, susceptibility	skos:exactMatch	MEDGEN:482276		semapv:UnspecifiedMatching
MONDO:0000108	bacteremia, susceptibility	skos:exactMatch	UMLS:C3280646		semapv:UnspecifiedMatching
MONDO:0000110	bifid nose	skos:exactMatch	MEDGEN:66379		semapv:UnspecifiedMatching
MONDO:0000110	bifid nose	skos:exactMatch	Orphanet:2695	Bifid nose	semapv:UnspecifiedMatching
MONDO:0000110	bifid nose	skos:exactMatch	UMLS:C0221363		semapv:UnspecifiedMatching
MONDO:0000110	bifid nose	skos:exactMatch	icd11.foundation:1824850646	Bifid nose	semapv:UnspecifiedMatching
MONDO:0000110	bifid nose	skos:exactMatch	mesh:C535441		semapv:UnspecifiedMatching
MONDO:0000115	Chiari malformation	skos:exactMatch	MEDGEN:2065		semapv:UnspecifiedMatching
MONDO:0000115	Chiari malformation	skos:exactMatch	NCIT:C84570	Arnold-Chiari Malformation	semapv:UnspecifiedMatching
MONDO:0000115	Chiari malformation	skos:exactMatch	SCTID:253184003		semapv:UnspecifiedMatching
MONDO:0000115	Chiari malformation	skos:exactMatch	UMLS:C0003803		semapv:UnspecifiedMatching
MONDO:0000115	Chiari malformation	skos:exactMatch	mesh:D001139		semapv:UnspecifiedMatching
MONDO:0000118	reticulate pigment disorder	skos:exactMatch	OMIMPS:179850	Reticulate pigment disorders	semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	DOID:0111724	geleophysic dysplasia	semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	MEDGEN:483679		semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	OMIMPS:231050	Geleophysic dysplasia	semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	Orphanet:2623	Geleophysic dysplasia	semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	SCTID:28557005		semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	UMLS:C3489726		semapv:UnspecifiedMatching
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	icd11.foundation:518828851	Geleophysic dysplasia	semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	MEDGEN:1684765		semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	NCIT:C84728	Giant Axonal Neuropathy	semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	OMIMPS:256850	Giant axonal neuropathy	semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	SCTID:128207002		semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	UMLS:C5200933		semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	icd11.foundation:1848636316	Giant axonal neuropathy	semapv:UnspecifiedMatching
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	mesh:D056768		semapv:UnspecifiedMatching
MONDO:0000129	glutaric aciduria	skos:exactMatch	MEDGEN:75695		semapv:UnspecifiedMatching
MONDO:0000129	glutaric aciduria	skos:exactMatch	SCTID:28987007		semapv:UnspecifiedMatching
MONDO:0000129	glutaric aciduria	skos:exactMatch	UMLS:C0268594		semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	MEDGEN:140770		semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	OMIMPS:242860	Immunodeficiency-centromeric instability-facial anomalies	semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	Orphanet:2268	ICF syndrome	semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	SCTID:234633000		semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	UMLS:C0398788		semapv:UnspecifiedMatching
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	skos:exactMatch	mesh:C537362		semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	DOID:0080753	keratosis follicularis spinulosa decalvans	semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	MEDGEN:83355		semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	Orphanet:2340	Keratosis follicularis spinulosa decalvans	semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	SCTID:238626006		semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	UMLS:C0343057		semapv:UnspecifiedMatching
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	icd11.foundation:303213910	Keratosis follicularis spinulosa decalvans	semapv:UnspecifiedMatching
MONDO:0000137	leukoencephalopathy, megalencephalic	skos:exactMatch	OMIMPS:604004	Leukoencephalopathy, megalencephalic	semapv:UnspecifiedMatching
MONDO:0000138	metaphyseal chondrodysplasia	skos:exactMatch	MEDGEN:120528		semapv:UnspecifiedMatching
MONDO:0000138	metaphyseal chondrodysplasia	skos:exactMatch	SCTID:28681006		semapv:UnspecifiedMatching
MONDO:0000138	metaphyseal chondrodysplasia	skos:exactMatch	UMLS:C0265290		semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	DOID:0080688	mosaic variegated aneuploidy syndrome	semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	MEDGEN:1641418		semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	OMIMPS:257300	Mosaic variegated aneuploidy syndrome	semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	Orphanet:1052	Mosaic variegated aneuploidy syndrome	semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	SCTID:700056005		semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	UMLS:C4551972		semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	icd11.foundation:398235351	Mosaic variegated aneuploidy syndrome	semapv:UnspecifiedMatching
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	mesh:C536987		semapv:UnspecifiedMatching
MONDO:0000144	pregnancy loss, recurrent, susceptibility	skos:exactMatch	OMIMPS:614389	Pregnancy loss, recurrent	semapv:UnspecifiedMatching
MONDO:0000147	polyposis	skos:exactMatch	MEDGEN:137722		semapv:UnspecifiedMatching
MONDO:0000147	polyposis	skos:exactMatch	NCIT:C4089	Polyposis	semapv:UnspecifiedMatching
MONDO:0000147	polyposis	skos:exactMatch	UMLS:C0334108		semapv:UnspecifiedMatching
MONDO:0000148	pulmonary fibrosis and/or bone marrow failure, telomere-related	skos:exactMatch	OMIMPS:614742	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related	semapv:UnspecifiedMatching
MONDO:0000151	symphalangism	skos:exactMatch	MEDGEN:1846284		semapv:UnspecifiedMatching
MONDO:0000151	symphalangism	skos:exactMatch	SCTID:253975004		semapv:UnspecifiedMatching
MONDO:0000151	symphalangism	skos:exactMatch	UMLS:C5848178		semapv:UnspecifiedMatching
MONDO:0000152	thiamine-responsive dysfunction syndrome	skos:exactMatch	OMIMPS:249270	Thiamine-responsive dysfunction syndrome	semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	MEDGEN:21245		semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	NCIT:C84742	Transposition of Great Vessels	semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	Orphanet:216675	Transposition of the great arteries	semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	UMLS:C0040761		semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	icd11.foundation:429190257	Transposition of the great arteries	semapv:UnspecifiedMatching
MONDO:0000153	transposition of the great arteries	skos:exactMatch	mesh:D014188		semapv:UnspecifiedMatching
